obs_index,permID,provID,trkSub,obsTime,ra_deg,dec_deg,mag,band,station,astCat,mode
936,99942,2004 MN4,K04M04N,2005-06-16 20:47:43.008000+00:00,150.56113,16.09158,20.5,V,941,UCAC2,CCD
937,99942,2004 MN4,K04M04N,2005-06-16 20:53:26.016000+00:00,150.56321,16.09131,20.4,V,941,UCAC2,CCD
938,99942,2004 MN4,K04M04N,2005-06-16 20:55:20.064000+00:00,150.56392,16.09117,20.5,V,941,UCAC2,CCD
939,99942,2004 MN4,K04M04N,2005-06-16 20:57:21.888000+00:00,150.56462,16.09108,20.5,V,941,UCAC2,CCD
940,99942,2004 MN4,5M9C4EF,2005-06-17 03:50:30.912000+00:00,150.70992,16.07728,,,G96,UCAC2,CCD
941,99942,2004 MN4,5M9C4EF,2005-06-17 03:56:19.104000+00:00,150.712,16.077,,,G96,UCAC2,CCD
942,99942,2004 MN4,5M9C4EF,2005-06-17 04:02:07.296000+00:00,150.714,16.07675,,,G96,UCAC2,CCD
943,99942,2004 MN4,5M9C4EF,2005-06-17 04:07:54.624000+00:00,150.716,16.07644,,,G96,UCAC2,CCD
944,99942,,99942,2005-07-09 04:13:26.573000+00:00,158.658954,16.211528,,,695,2MASS,CCD
945,99942,,99942,2005-07-09 04:17:08.016000+00:00,158.659229,16.211797,20.4,R,695,USNOB1,CCD
946,99942,,99942,2005-07-09 04:20:21.725000+00:00,158.659533,16.211856,,,695,2MASS,CCD
947,99942,,99942,2005-07-10 04:12:46.915000+00:00,158.795454,16.307172,,,695,2MASS,CCD
948,99942,,99942,2005-07-10 04:16:35.789000+00:00,158.795762,16.307356,,,695,2MASS,CCD
949,99942,,99942,2005-07-11 03:59:26.160000+00:00,158.902558,16.412633,,,695,USNOB1,CCD
950,99942,,99942,2005-07-11 04:04:24.413000+00:00,158.902908,16.412967,,,695,2MASS,CCD
951,99942,,99942,2005-07-11 04:09:29.405000+00:00,158.903146,16.413358,21.0,R,695,USNOB1,CCD
952,99942,,99942,2005-07-11 04:13:36.077000+00:00,158.903454,16.413669,,,695,USNOB1,CCD
953,99942,,99942,2005-09-04 15:14:40.762000+00:00,126.250354,22.303617,,,568,2MASS,CCD
954,99942,,99942,2005-09-04 15:16:13.728000+00:00,126.250313,22.303433,,,568,2MASS,CCD
955,99942,,5TA9B8A,2005-10-07 11:48:54.720000+00:00,137.79942,14.12958,20.5,V,G96,UCAC2,CCD
956,99942,,5TA9B8A,2005-10-07 11:51:38.016000+00:00,137.8005,14.12914,20.6,V,G96,UCAC2,CCD
957,99942,,5TA9B8A,2005-10-07 11:54:23.040000+00:00,137.80154,14.12858,20.5,V,G96,UCAC2,CCD
958,99942,,5TA9B8A,2005-10-07 11:57:08.928000+00:00,137.80275,14.12806,20.6,V,G96,UCAC2,CCD
959,99942,,99942,2005-10-18 14:53:15.648000+00:00,144.48354,10.96597,,,F65,USNOA2,CCD
960,99942,,99942,2005-10-18 14:54:46.368000+00:00,144.48433,10.96558,,,F65,USNOA2,CCD
961,99942,,99942,2005-10-18 14:56:16.224000+00:00,144.48483,10.96533,,,F65,USNOA2,CCD
962,99942,,5UB1375,2005-10-29 12:11:42.432000+00:00,151.32438,7.72058,20.8,V,G96,UCAC2,CCD
963,99942,,5UB1375,2005-10-29 12:15:29.664000+00:00,151.32596,7.71978,20.5,V,G96,UCAC2,CCD
964,99942,,5UB1375,2005-10-29 12:19:16.032000+00:00,151.32767,7.71892,20.7,V,G96,UCAC2,CCD
965,99942,,99942,2005-12-07 09:41:49.920000+00:00,176.0205,-4.40972,21.2,R,932,UCAC2,CCD
966,99942,,99942,2005-12-07 10:10:44.832000+00:00,176.03283,-4.41642,20.6,R,932,UCAC2,CCD
967,99942,,99942,2005-12-07 10:40:19.488000+00:00,176.04562,-4.42281,20.8,R,932,UCAC2,CCD
968,99942,,99942,2005-12-31 12:23:01.536000+00:00,191.53229,-11.78747,20.1,R,711,USNOA2,CCD
969,99942,,99942,2005-12-31 12:32:51.648000+00:00,191.53658,-11.78972,,,711,USNOA2,CCD
970,99942,,99942,2005-12-31 12:42:40.032000+00:00,191.54075,-11.79178,19.8,R,711,USNOA2,CCD
971,99942,,99942,2005-12-31 15:30:12.326000+00:00,191.618362,-11.825839,,,568,2MASS,CCD
972,99942,,99942,2005-12-31 15:31:52.118000+00:00,191.619096,-11.826175,,,568,2MASS,CCD
973,99942,,99942,2005-12-31 15:33:07.373000+00:00,191.619617,-11.826433,,,568,2MASS,CCD
974,99942,,99942,2006-01-25 10:51:04.896000+00:00,208.82442,-18.80867,19.1,R,734,UCAC2,CCD
975,99942,,99942,2006-01-25 10:58:47.136000+00:00,208.82825,-18.81008,19.1,R,734,UCAC2,CCD
976,99942,,99942,2006-01-25 11:05:08.160000+00:00,208.83125,-18.81122,19.0,R,734,UCAC2,CCD
977,99942,,6B97EE0,2006-01-27 12:01:58.368000+00:00,210.36042,-19.34283,19.1,V,G96,UCAC2,CCD
978,99942,,6B97EE0,2006-01-27 12:09:12.960000+00:00,210.36417,-19.34411,19.1,V,G96,UCAC2,CCD
979,99942,,6B97EE0,2006-01-27 12:16:29.280000+00:00,210.36779,-19.3455,19.1,V,G96,UCAC2,CCD
980,99942,,99942,2006-03-05 13:06:46.022000+00:00,245.207442,-26.574811,,,568,2MASS,CCD
981,99942,,99942,2006-03-05 14:39:09.187000+00:00,245.283154,-26.580958,,,568,2MASS,CCD
982,99942,,99942,2006-03-05 15:39:50.515000+00:00,245.332617,-26.584653,,,568,2MASS,CCD
983,99942,,99942,2006-03-06 12:28:35.299000+00:00,246.413958,-26.652008,,,568,2MASS,CCD
984,99942,,99942,2006-03-06 12:31:01.402000+00:00,246.415992,-26.652181,,,568,2MASS,CCD
985,99942,,99942,2006-03-06 12:33:23.616000+00:00,246.417996,-26.652328,,,568,2MASS,CCD
986,99942,,99942,2006-03-06 12:35:45.917000+00:00,246.420008,-26.652431,,,568,2MASS,CCD
987,99942,,99942,2006-03-06 12:38:09.427000+00:00,246.422033,-26.652617,,,568,2MASS,CCD
988,99942,,99942,2006-03-06 12:45:24.106000+00:00,246.4281,-26.653081,,,568,2MASS,CCD
989,99942,,99942,2006-03-06 12:47:46.320000+00:00,246.430125,-26.653233,,,568,2MASS,CCD
990,99942,,99942,2006-03-06 12:54:30.326000+00:00,246.435733,-26.653658,,,568,2MASS,CCD
991,99942,,99942,2006-03-06 12:56:53.232000+00:00,246.437742,-26.653808,,,568,2MASS,CCD
992,99942,,99942,2006-03-06 12:59:14.496000+00:00,246.4397,-26.653958,,,568,2MASS,CCD
993,99942,,99942,2006-03-06 13:01:37.488000+00:00,246.441742,-26.654097,,,568,2MASS,CCD
994,99942,,99942,2006-03-06 13:04:13.786000+00:00,246.443925,-26.654264,,,568,2MASS,CCD
995,99942,,99942,2006-03-06 13:06:34.099000+00:00,246.445917,-26.654394,,,568,2MASS,CCD
996,99942,,99942,2006-03-06 13:08:57.437000+00:00,246.447863,-26.654547,,,568,2MASS,CCD
997,99942,,99942,2006-03-06 13:11:28.810000+00:00,246.450004,-26.654714,,,568,2MASS,CCD
998,99942,,99942,2006-03-06 13:13:51.024000+00:00,246.451971,-26.654858,,,568,2MASS,CCD
999,99942,,99942,2006-03-06 13:16:14.362000+00:00,246.453975,-26.655006,,,568,2MASS,CCD
1000,99942,,99942,2006-03-06 13:56:06+00:00,246.487317,-26.657414,,,568,2MASS,CCD
1001,99942,,99942,2006-03-06 13:58:27.869000+00:00,246.489288,-26.657553,,,568,2MASS,CCD
1002,99942,,99942,2006-03-06 14:00:49.219000+00:00,246.491204,-26.657656,,,568,2MASS,CCD
1003,99942,,99942,2006-03-06 14:03:20.592000+00:00,246.493346,-26.657847,,,568,2MASS,CCD
1004,99942,,99942,2006-03-06 14:05:42.288000+00:00,246.49535,-26.657983,,,568,2MASS,CCD
1005,99942,,99942,2006-03-06 14:08:04.934000+00:00,246.497317,-26.658122,,,568,2MASS,CCD
1006,99942,,99942,2006-03-06 14:10:37.603000+00:00,246.499417,-26.658275,,,568,2MASS,CCD
1007,99942,,99942,2006-03-06 14:13:03.878000+00:00,246.501425,-26.658414,,,568,2MASS,CCD
1008,99942,,99942,2006-03-06 14:15:36.202000+00:00,246.503558,-26.658553,,,568,2MASS,CCD
1009,99942,,99942,2006-03-06 14:17:58.243000+00:00,246.50555,-26.658694,,,568,2MASS,CCD
1010,99942,,99942,2006-03-06 14:23:48.163000+00:00,246.510392,-26.659014,,,568,2MASS,CCD
1011,99942,,99942,2006-03-06 14:26:18.758000+00:00,246.512471,-26.659169,,,568,2MASS,CCD
1012,99942,,99942,2006-03-06 14:28:39.504000+00:00,246.514404,-26.6593,,,568,2MASS,CCD
1013,99942,,99942,2006-03-06 14:31:01.805000+00:00,246.516375,-26.659444,,,568,2MASS,CCD
1014,99942,,99942,2006-03-06 14:33:26.266000+00:00,246.518392,-26.659569,,,568,2MASS,CCD
1015,99942,,99942,2006-03-06 14:35:48.394000+00:00,246.520379,-26.659706,,,568,2MASS,CCD
1016,99942,,99942,2006-03-06 14:38:19.594000+00:00,246.52245,-26.659844,,,568,2MASS,CCD
1017,99942,,99942,2006-03-06 14:40:43.882000+00:00,246.524458,-26.659981,,,568,2MASS,CCD
1018,99942,,99942,2006-03-06 14:43:18.019000+00:00,246.526588,-26.660128,,,568,2MASS,CCD
1019,99942,,99942,2006-03-06 14:45:55.094000+00:00,246.52875,-26.660267,,,568,2MASS,CCD
1020,99942,,99942,2006-03-06 14:49:37.402000+00:00,246.531867,-26.660483,,,568,2MASS,CCD
1021,99942,,99942,2006-03-06 14:52:00.307000+00:00,246.533871,-26.660617,,,568,2MASS,CCD
1022,99942,,99942,2006-03-06 14:54:21.571000+00:00,246.535804,-26.660744,,,568,2MASS,CCD
1023,99942,,99942,2006-03-06 14:56:56.659000+00:00,246.537937,-26.660881,,,568,2MASS,CCD
1024,99942,,99942,2006-03-06 14:59:20.083000+00:00,246.539933,-26.661014,,,568,2MASS,CCD
1025,99942,,99942,2006-03-06 15:01:56.035000+00:00,246.542133,-26.661153,,,568,2MASS,CCD
1026,99942,,99942,2006-03-06 15:06:39.427000+00:00,246.545996,-26.661414,,,568,2MASS,CCD
1027,99942,,99942,2006-03-06 15:09:10.800000+00:00,246.548042,-26.661547,,,568,2MASS,CCD
1028,99942,,99942,2006-03-06 15:11:33.878000+00:00,246.550067,-26.661681,,,568,2MASS,CCD
1029,99942,,99942,2006-03-06 15:14:25.469000+00:00,246.552454,-26.661828,,,568,2MASS,CCD
1030,99942,,99942,2006-03-06 15:19:09.984000+00:00,246.556383,-26.662086,,,568,2MASS,CCD
1031,99942,,99942,2006-03-06 15:21:34.618000+00:00,246.558471,-26.662203,,,568,2MASS,CCD
1032,99942,,99942,2006-03-06 15:24:09.619000+00:00,246.56055,-26.662344,,,568,2MASS,CCD
1033,99942,,99942,2006-03-06 15:26:32.179000+00:00,246.562529,-26.662475,,,568,2MASS,CCD
1034,99942,,99942,2006-03-06 15:29:07.526000+00:00,246.564637,-26.662611,,,568,2MASS,CCD
1035,99942,,99942,2006-03-06 15:31:31.382000+00:00,246.566667,-26.662736,,,568,2MASS,CCD
1036,99942,,99942,2006-03-06 15:34:07.334000+00:00,246.568892,-26.662864,,,568,2MASS,CCD
1037,99942,,99942,2006-03-06 15:36:28.858000+00:00,246.570771,-26.662989,,,568,2MASS,CCD
1038,99942,,99942,2006-03-08 12:35:17.578000+00:00,248.965137,-26.77905,,,568,2MASS,CCD
1039,99942,,99942,2006-03-08 12:37:38.842000+00:00,248.967246,-26.779172,,,568,2MASS,CCD
1040,99942,,99942,2006-03-08 12:40:00.538000+00:00,248.9693,-26.779289,,,568,2MASS,CCD
1041,99942,,99942,2006-03-08 12:42:20.678000+00:00,248.971342,-26.779392,,,568,2MASS,CCD
1042,99942,,99942,2006-03-08 12:44:54.730000+00:00,248.973617,-26.779508,,,568,2MASS,CCD
1043,99942,,99942,2006-03-08 12:47:16.080000+00:00,248.975604,-26.77965,,,568,2MASS,CCD
1044,99942,,99942,2006-03-08 12:49:37.430000+00:00,248.977687,-26.779736,,,568,2MASS,CCD
1045,99942,,99942,2006-03-08 12:52:09.840000+00:00,248.979837,-26.779864,,,568,2MASS,CCD
1046,99942,,99942,2006-03-08 12:56:54.787000+00:00,248.984025,-26.780094,,,568,2MASS,CCD
1047,99942,,99942,2006-03-08 13:09:26.035000+00:00,248.994937,-26.780675,,,568,2MASS,CCD
1048,99942,,99942,2006-03-08 13:11:48.768000+00:00,248.997046,-26.780792,,,568,2MASS,CCD
1049,99942,,99942,2006-03-08 13:14:10.378000+00:00,248.999079,-26.780886,,,568,2MASS,CCD
1050,99942,,99942,2006-03-08 13:16:42.960000+00:00,249.001308,-26.781011,,,568,2MASS,CCD
1051,99942,,99942,2006-03-08 13:19:06.902000+00:00,249.003321,-26.781128,,,568,2MASS,CCD
1052,99942,,99942,2006-03-08 13:21:27.734000+00:00,249.005438,-26.781236,,,568,2MASS,CCD
1053,99942,,99942,2006-03-08 13:23:48.739000+00:00,249.007538,-26.781322,,,568,2MASS,CCD
1054,99942,,99942,2006-03-08 13:26:23.222000+00:00,249.009737,-26.781475,,,568,2MASS,CCD
1055,99942,,99942,2006-03-08 13:28:46.819000+00:00,249.011767,-26.781569,,,568,2MASS,CCD
1056,99942,,99942,2006-03-08 13:31:10.070000+00:00,249.013838,-26.781667,,,568,2MASS,CCD
1057,99942,,99942,2006-03-08 13:34:01.229000+00:00,249.016354,-26.781814,,,568,2MASS,CCD
1058,99942,,99942,2006-03-08 13:36:33.811000+00:00,249.018529,-26.781928,,,568,2MASS,CCD
1059,99942,,99942,2006-03-08 13:38:55.766000+00:00,249.020558,-26.782025,,,568,2MASS,CCD
1060,99942,,99942,2006-03-08 13:41:17.462000+00:00,249.022596,-26.782131,,,568,2MASS,CCD
1061,99942,,99942,2006-03-08 13:43:49.786000+00:00,249.02485,-26.78225,,,568,2MASS,CCD
1062,99942,,99942,2006-03-08 13:46:11.827000+00:00,249.026863,-26.782342,,,568,2MASS,CCD
1063,99942,,99942,2006-03-08 13:53:26.765000+00:00,249.033125,-26.782672,,,568,2MASS,CCD
1064,99942,,99942,2006-03-08 13:55:49.670000+00:00,249.035221,-26.782769,,,568,2MASS,CCD
1065,99942,,99942,2006-03-08 14:16:53.530000+00:00,249.053433,-26.783678,,,568,2MASS,CCD
1066,99942,,99942,2006-03-08 14:19:23.434000+00:00,249.055592,-26.783775,,,568,2MASS,CCD
1067,99942,,99942,2006-03-08 14:21:44.179000+00:00,249.057642,-26.783881,,,568,2MASS,CCD
1068,99942,,99942,2006-03-08 14:24:06.566000+00:00,249.059696,-26.783944,,,568,2MASS,CCD
1069,99942,,99942,2006-03-08 14:26:32.496000+00:00,249.061746,-26.784061,,,568,2MASS,CCD
1070,99942,,99942,2006-03-08 14:28:55.488000+00:00,249.063896,-26.784167,,,568,2MASS,CCD
1071,99942,,99942,2006-03-08 14:31:17.184000+00:00,249.06585,-26.78425,,,568,2MASS,CCD
1072,99942,,99942,2006-03-08 14:33:41.040000+00:00,249.06795,-26.78435,,,568,2MASS,CCD
1073,99942,,99942,2006-03-08 14:36:05.760000+00:00,249.07005,-26.784464,,,568,2MASS,CCD
1074,99942,,99942,2006-03-08 14:38:40.502000+00:00,249.072279,-26.784564,,,568,2MASS,CCD
1075,99942,,99942,2006-03-08 14:40:59.693000+00:00,249.074254,-26.784647,,,568,2MASS,CCD
1076,99942,,99942,2006-03-08 14:43:31.584000+00:00,249.076408,-26.784764,,,568,2MASS,CCD
1077,99942,,99942,2006-03-08 14:45:55.526000+00:00,249.078533,-26.78485,,,568,2MASS,CCD
1078,99942,,99942,2006-03-08 14:48:30.874000+00:00,249.080767,-26.784944,,,568,2MASS,CCD
1079,99942,,99942,2006-03-08 14:51:05.098000+00:00,249.082963,-26.78505,,,568,2MASS,CCD
1080,99942,,99942,2006-03-08 14:53:26.102000+00:00,249.084988,-26.785139,,,568,2MASS,CCD
1081,99942,,99942,2006-03-08 14:55:49.094000+00:00,249.087054,-26.785231,,,568,2MASS,CCD
1082,99942,,99942,2006-03-08 14:58:10.790000+00:00,249.089129,-26.785328,,,568,2MASS,CCD
1083,99942,,99942,2006-03-08 15:00:44.842000+00:00,249.091313,-26.785433,,,568,2MASS,CCD
1084,99942,,99942,2006-03-08 15:03:07.315000+00:00,249.093346,-26.785528,,,568,2MASS,CCD
1085,99942,,99942,2006-03-08 15:05:58.474000+00:00,249.095846,-26.785636,,,568,2MASS,CCD
1086,99942,,99942,2006-03-08 15:08:24.403000+00:00,249.097929,-26.785717,,,568,2MASS,CCD
1087,99942,,99942,2006-03-08 15:10:46.358000+00:00,249.099967,-26.785817,,,568,2MASS,CCD
1088,99942,,99942,2006-03-08 15:13:06.499000+00:00,249.101988,-26.7859,,,568,2MASS,CCD
1089,99942,,99942,2006-03-08 15:15:40.464000+00:00,249.104154,-26.785997,,,568,2MASS,CCD
1090,99942,,99942,2006-03-08 15:18:02.506000+00:00,249.10625,-26.786086,,,568,2MASS,CCD
1091,99942,,99942,2006-03-08 15:20:24.374000+00:00,249.108296,-26.786175,,,568,2MASS,CCD
1092,99942,,99942,2006-03-08 15:22:47.798000+00:00,249.110333,-26.786261,,,568,2MASS,CCD
1093,99942,,99942,2006-03-08 15:25:23.923000+00:00,249.112533,-26.786358,,,568,2MASS,CCD
1094,99942,,99942,2006-03-08 15:27:47.520000+00:00,249.114608,-26.78645,,,568,2MASS,CCD
1095,99942,,99942,2006-03-08 15:30:04.896000+00:00,249.116617,-26.786525,,,568,2MASS,CCD
1096,99942,,99942,2006-03-08 15:32:25.296000+00:00,249.11865,-26.786617,,,568,2MASS,CCD
1097,99942,,99942,2006-03-08 15:34:59.779000+00:00,249.120867,-26.786703,,,568,2MASS,CCD
1098,99942,,99942,2006-03-08 15:37:22.339000+00:00,249.122883,-26.786792,,,568,2MASS,CCD
1099,99942,,99942,2006-03-08 15:51:53.078000+00:00,249.1354,-26.787308,,,568,2MASS,CCD
1100,99942,,99942,2006-03-25 12:11:11.328000+00:00,274.76637,-25.28103,,,696,USNOB1,CCD
1101,99942,,99942,2006-03-25 12:11:46.752000+00:00,274.76696,-25.28086,,,696,USNOB1,CCD
1102,99942,,99942,2006-03-25 12:12:25.632000+00:00,274.76783,-25.28072,,,696,USNOB1,CCD
1103,99942,,99942,2006-03-25 12:16:05.952000+00:00,274.77229,-25.28014,,,696,USNOB1,CCD
1104,99942,,99942,2006-03-25 12:16:43.968000+00:00,274.77283,-25.28003,,,696,USNOB1,CCD
1105,99942,,99942,2006-03-26 11:59:46.176000+00:00,276.50704,-25.00036,,,696,USNOB1,CCD
1106,99942,,99942,2006-03-26 12:09:30.240000+00:00,276.51833,-24.99842,,,696,USNOB1,CCD
1107,99942,,99942,2006-03-26 12:13:03.648000+00:00,276.5225,-24.99778,,,696,USNOB1,CCD
1108,99942,,99942,2006-05-01 15:03:24.682000+00:00,340.902417,-1.346114,,,568,2MASS,CCD
1109,99942,,99942,2006-05-01 15:04:38.035000+00:00,340.903621,-1.345561,,,568,2MASS,CCD
1110,99942,,99942,2006-06-01 14:33:48.557000+00:00,18.173008,14.242197,,,568,2MASS,CCD
1111,99942,,99942,2006-06-01 14:36:30.643000+00:00,18.174829,14.242844,,,568,2MASS,CCD
1112,99942,,99942,2006-06-02 14:23:04.618000+00:00,19.203146,14.572242,,,568,2MASS,CCD
1113,99942,,99942,2006-06-02 14:25:07.392000+00:00,19.204617,14.5727,,,568,2MASS,CCD
1114,99942,,99942,2006-06-02 14:27:13.709000+00:00,19.206158,14.573219,,,568,2MASS,CCD
1115,99942,,99942,2006-07-27 14:42:03.542000+00:00,76.658158,23.891033,,,568,2MASS,CCD
1116,99942,,99942,2006-07-27 14:44:50.467000+00:00,76.660271,23.891064,,,568,2MASS,CCD
1117,99942,,99942,2006-08-15 14:50:40.214000+00:00,96.71835,22.9632,,,568,2MASS,CCD
1118,99942,,99942,2006-08-15 14:56:09.485000+00:00,96.722283,22.962783,,,568,2MASS,CCD
1119,99942,,99942,2006-08-16 14:55:26.630000+00:00,97.750246,22.854039,,,568,2MASS,CCD
1120,99942,,99942,2006-08-16 14:59:09.802000+00:00,97.752621,22.853803,,,568,2MASS,CCD
1121,99942,,99942,2006-08-16 15:02:48.826000+00:00,97.755225,22.853544,20.3,R,568,USNOB1,CCD
1122,99942,,99942,2006-09-04 14:22:47.338000+00:00,116.490133,19.803731,,,568,2MASS,CCD
1123,99942,,99942,2006-09-04 14:26:30.509000+00:00,116.492842,19.803139,,,568,2MASS,CCD
1124,99942,,99942,2006-09-04 14:34:07.133000+00:00,116.497671,19.802103,,,568,2MASS,CCD
1125,99942,,99942,2006-09-04 14:37:49.786000+00:00,116.500133,19.801569,,,568,2MASS,CCD
1126,99942,,99942,2006-09-04 14:41:32.179000+00:00,116.502483,19.801058,,,568,2MASS,CCD
1127,99942,,99942,2006-09-04 14:45:14.400000+00:00,116.504954,19.80055,,,568,2MASS,CCD
1128,99942,,99942,2006-09-04 14:48:57.485000+00:00,116.507379,19.800033,,,568,2MASS,CCD
1129,99942,,99942,2006-09-04 14:52:40.742000+00:00,116.509708,19.799536,,,568,2MASS,CCD
1130,99942,,99942,2006-09-04 14:56:32.035000+00:00,116.512346,19.798964,,,568,2MASS,CCD
1131,99942,,99942,2006-09-04 15:00:14.774000+00:00,116.514721,19.798431,,,568,2MASS,CCD
1132,99942,,99942,2006-09-04 15:03:57.082000+00:00,116.517167,19.797906,,,568,2MASS,CCD
1133,99942,,99942,2006-10-25 14:23:54.125000+00:00,159.724187,5.624308,,,568,2MASS,CCD
1134,99942,,99942,2006-10-25 14:29:18.989000+00:00,159.727079,5.623133,,,568,2MASS,CCD
1135,99942,,99942,2006-10-25 14:34:42.816000+00:00,159.730013,5.621914,,,568,2MASS,CCD
1136,99942,,99942,2006-10-25 14:40:18.221000+00:00,159.732967,5.620656,,,568,2MASS,CCD
1137,99942,,99942,2006-10-25 14:45:41.443000+00:00,159.735838,5.619469,,,568,2MASS,CCD
1138,99942,,99942,2006-10-25 14:51:04.234000+00:00,159.738646,5.618272,,,568,2MASS,CCD
1139,99942,,99942,2006-10-25 14:56:39.379000+00:00,159.741725,5.617008,,,568,2MASS,CCD
1140,99942,,99942,2006-10-25 15:02:01.392000+00:00,159.744567,5.615797,,,568,2MASS,CCD
1141,99942,,99942,2006-10-25 15:07:24.787000+00:00,159.747404,5.614628,,,568,2MASS,CCD
1142,99942,,99942,2006-10-25 15:13:00.192000+00:00,159.750408,5.613397,,,568,2MASS,CCD
1143,99942,,99942,2006-10-25 15:18:25.488000+00:00,159.7534,5.612181,,,568,2MASS,CCD
1144,99942,,99942,2006-11-28 14:18:08.698000+00:00,185.852221,-5.557097,,,568,2MASS,CCD
1145,99942,,99942,2006-11-28 14:22:43.277000+00:00,185.85465,-5.558119,,,568,2MASS,CCD
1146,99942,,99942,2006-11-28 14:26:49.430000+00:00,185.856792,-5.559056,,,568,2MASS,CCD
1147,99942,,99942,2006-11-28 14:30:23.702000+00:00,185.858792,-5.559889,,,568,2MASS,CCD
1148,99942,,99942,2006-11-28 14:34:00.221000+00:00,185.860717,-5.560714,,,568,2MASS,CCD
1149,99942,,99942,2006-11-28 14:37:24.038000+00:00,185.862533,-5.561467,,,568,2MASS,CCD
1150,99942,,99942,2006-11-28 14:40:55.891000+00:00,185.864396,-5.562258,,,568,2MASS,CCD
1151,99942,,99942,2006-11-28 14:44:18.586000+00:00,185.86625,-5.563061,,,568,2MASS,CCD
1152,99942,,99942,2006-11-28 14:47:40.416000+00:00,185.868054,-5.563822,,,568,2MASS,CCD
1153,99942,,99942,2006-11-28 14:51:05.962000+00:00,185.869792,-5.564589,,,568,2MASS,CCD
1154,99942,,99942,2006-11-28 14:54:33.840000+00:00,185.871667,-5.56535,,,568,2MASS,CCD
1155,99942,,99942,2006-11-28 15:00:08.122000+00:00,185.874658,-5.566628,,,568,2MASS,CCD
1156,99942,,99942,2006-11-28 15:03:31.334000+00:00,185.876483,-5.567408,,,568,2MASS,CCD
1157,99942,,99942,2006-11-28 15:06:55.066000+00:00,185.878262,-5.568164,,,568,2MASS,CCD
1158,99942,,99942,2006-11-28 15:10:30.202000+00:00,185.880179,-5.568986,,,568,2MASS,CCD
1159,99942,,99942,2006-11-28 15:13:52.723000+00:00,185.882058,-5.569772,,,568,2MASS,CCD
1160,99942,,99942,2006-11-28 15:17:16.109000+00:00,185.883842,-5.570544,,,568,2MASS,CCD
1161,99942,,99942,2006-11-28 15:20:43.814000+00:00,185.885662,-5.571311,,,568,2MASS,CCD
1162,99942,,99942,2006-11-28 15:24:21.197000+00:00,185.887596,-5.572164,,,568,2MASS,CCD
1163,99942,,99942,2006-11-28 15:32:50.179000+00:00,185.892092,-5.574067,,,568,2MASS,CCD
1164,99942,,99942,2006-12-25 14:46:48.403000+00:00,207.844846,-13.999083,,,568,2MASS,CCD
1165,99942,,99942,2006-12-25 14:49:41.462000+00:00,207.846558,-13.999658,,,568,2MASS,CCD
1166,99942,,99942,2006-12-25 14:52:46.618000+00:00,207.848392,-14.000278,,,568,2MASS,CCD
1167,99942,,99942,2006-12-25 14:55:51.773000+00:00,207.8502,-14.000886,,,568,2MASS,CCD
1168,99942,,99942,2006-12-25 14:58:56.582000+00:00,207.852013,-14.001517,,,568,2MASS,CCD
1169,99942,,99942,2006-12-25 15:01:48.864000+00:00,207.853737,-14.002103,,,568,2MASS,CCD
1170,99942,,99942,2006-12-25 15:04:41.664000+00:00,207.855429,-14.002675,,,568,2MASS,CCD
1171,99942,,99942,2006-12-25 15:07:35.242000+00:00,207.857196,-14.003308,,,568,2MASS,CCD
1172,99942,,99942,2006-12-25 15:10:27.782000+00:00,207.858796,-14.003883,,,568,2MASS,CCD
1173,99942,,99942,2006-12-25 15:13:25.680000+00:00,207.860625,-14.004472,,,568,2MASS,CCD
1174,99942,,99942,2006-12-25 15:16:19.517000+00:00,207.862267,-14.005089,,,568,2MASS,CCD
1175,99942,,99942,2006-12-25 15:19:22.426000+00:00,207.864154,-14.005706,,,568,2MASS,CCD
1176,99942,,99942,2006-12-25 15:22:16.522000+00:00,207.865813,-14.00625,,,568,2MASS,CCD
1177,99942,,99942,2006-12-25 15:25:20.986000+00:00,207.867679,-14.006886,,,568,2MASS,CCD
1178,99942,,99942,2006-12-25 15:28:12.922000+00:00,207.8693,-14.007475,,,568,2MASS,CCD
1179,99942,,99942,2006-12-25 15:31:05.290000+00:00,207.871037,-14.008053,,,568,2MASS,CCD
1180,99942,,99942,2006-12-25 15:33:58.694000+00:00,207.872721,-14.008642,,,568,2MASS,CCD
1181,99942,,99942,2006-12-25 15:37:02.899000+00:00,207.874529,-14.00925,,,568,2MASS,CCD
1182,99942,,99942,2006-12-25 15:40:00.106000+00:00,207.876283,-14.009856,,,568,2MASS,CCD
1183,99942,,99942,2006-12-25 15:42:52.560000+00:00,207.878029,-14.010461,,,568,2MASS,CCD
1184,99942,,99942,2006-12-26 14:51:45.274000+00:00,208.712821,-14.289547,,,568,2MASS,CCD
1185,99942,,99942,2006-12-26 14:55:29.309000+00:00,208.715071,-14.290306,,,568,2MASS,CCD
1186,99942,,99942,2006-12-26 14:59:11.098000+00:00,208.71725,-14.291044,,,568,2MASS,CCD
1187,99942,,99942,2006-12-26 15:02:54.182000+00:00,208.719483,-14.291797,,,568,2MASS,CCD
1188,99942,,99942,2006-12-26 15:06:36.835000+00:00,208.721679,-14.29255,,,568,2MASS,CCD
1189,99942,,99942,2006-12-26 15:10:32.016000+00:00,208.7241,-14.293339,,,568,2MASS,CCD
1190,99942,,99942,2006-12-26 15:14:14.496000+00:00,208.726154,-14.294067,,,568,2MASS,CCD
