obs_index,permID,provID,trkSub,obsTime,ra_deg,dec_deg,mag,band,station,astCat,mode
0,99942,2004 MN4,K04M04N,2004-03-15 02:35:21.696000+00:00,61.53367,16.91794,,,691,USNOB1,CCD
1,99942,2004 MN4,K04M04N,2004-03-15 02:38:57.696000+00:00,61.53575,16.91836,,,691,USNOB1,CCD
2,99942,2004 MN4,K04M04N,2004-03-15 02:58:03.360000+00:00,61.54896,16.92097,,,691,USNOB1,CCD
3,99942,2004 MN4,K04M04N,2004-03-15 03:01:50.592000+00:00,61.55167,16.92158,,,691,USNOB1,CCD
4,99942,2004 MN4,K04M04N,2004-03-15 03:17:36.672000+00:00,61.56208,16.92372,,,691,USNOB1,CCD
5,99942,2004 MN4,K04M04N,2004-03-15 03:21:34.272000+00:00,61.56492,16.92419,,,691,USNOB1,CCD
6,99942,2004 MN4,,2004-06-19 04:05:00.960000+00:00,146.123575,13.314153,,,695,USNOB1,UNK
7,99942,,99942,2004-06-19 04:05:00.960000+00:00,146.123654,13.314075,,,695,2MASS,CCD
8,99942,,99942,2004-06-19 04:11:47.990000+00:00,146.127517,13.313003,,,695,2MASS,CCD
9,99942,,99942,2004-06-19 04:18:44.006000+00:00,146.131279,13.311919,,,695,2MASS,CCD
10,99942,,99942,2004-06-20 03:49:42.010000+00:00,146.921317,13.090136,,,695,2MASS,CCD
11,99942,,99942,2004-06-20 03:56:36.989000+00:00,146.925025,13.089028,,,695,2MASS,CCD
12,99942,,99942,2004-06-20 04:03:27.043000+00:00,146.928858,13.087983,,,695,2MASS,CCD
13,99942,2004 MN4,4X4E25A,2004-12-18 10:09:22.752000+00:00,348.02946,-36.6195,18.7,R,E12,UCAC2,CCD
14,99942,2004 MN4,4X4E25A,2004-12-18 10:20:23.712000+00:00,348.05508,-36.61461,18.1,R,E12,UCAC2,CCD
15,99942,2004 MN4,4X4E25A,2004-12-18 10:31:22.944000+00:00,348.07983,-36.60944,19.1,R,E12,UCAC2,CCD
16,99942,2004 MN4,4X4E25A,2004-12-18 10:42:23.040000+00:00,348.10496,-36.60408,18.2,R,E12,UCAC2,CCD
17,99942,2004 MN4,4X4E25B,2004-12-18 10:55:55.200000+00:00,348.13625,-36.59781,18.6,R,E12,UCAC2,CCD
18,99942,2004 MN4,4X4E25B,2004-12-18 10:57:05.184000+00:00,348.13892,-36.59728,18.3,R,E12,UCAC2,CCD
19,99942,2004 MN4,4X4E25B,2004-12-18 10:58:16.032000+00:00,348.14162,-36.59667,18.0,R,E12,UCAC2,CCD
20,99942,2004 MN4,4X4E25B,2004-12-18 10:59:25.152000+00:00,348.14433,-36.596,18.7,R,E12,UCAC2,CCD
21,99942,2004 MN4,4X4E25A,2004-12-18 11:46:20.928000+00:00,348.253,-36.57347,18.5,R,E12,UCAC2,CCD
22,99942,2004 MN4,4X4E25A,2004-12-18 11:47:30.912000+00:00,348.25558,-36.57281,18.0,R,E12,UCAC2,CCD
23,99942,2004 MN4,4X4E25A,2004-12-18 11:48:40.896000+00:00,348.25842,-36.57242,18.4,R,E12,UCAC2,CCD
24,99942,2004 MN4,4X4E25A,2004-12-18 11:49:50.880000+00:00,348.26087,-36.57183,18.0,R,E12,UCAC2,CCD
25,99942,2004 MN4,4X4E25A,2004-12-19 01:53:47.328000+00:00,350.27346,-36.216,18.7,R,854,USNOA2,CCD
26,99942,2004 MN4,4X4E25A,2004-12-19 02:00:43.776000+00:00,350.28875,-36.21192,18.8,R,854,USNOA2,CCD
27,99942,2004 MN4,4X4E25A,2004-12-19 02:07:41.952000+00:00,350.30513,-36.20875,18.6,R,854,USNOA2,CCD
28,99942,2004 MN4,4X4E25A,2004-12-19 02:14:41.856000+00:00,350.32033,-36.20558,18.3,R,854,USNOA2,CCD
29,99942,2004 MN4,4X4E25A,2004-12-19 02:21:50.400000+00:00,350.33663,-36.20197,18.7,R,854,USNOA2,CCD
30,99942,2004 MN4,4X4E25A,2004-12-19 11:01:34.752000+00:00,351.54658,-35.91444,16.7,R,474,USNOA2,CCD
31,99942,2004 MN4,4X4E25A,2004-12-19 11:03:14.976000+00:00,351.55042,-35.91353,16.9,R,474,USNOA2,CCD
32,99942,2004 MN4,4X4E25A,2004-12-19 11:04:24.960000+00:00,351.55304,-35.91294,16.5,R,474,USNOA2,CCD
33,99942,2004 MN4,4X4E25A,2004-12-19 11:09:04.896000+00:00,351.56392,-35.91033,16.6,R,474,USNOA2,CCD
34,99942,2004 MN4,4X4E25A,2004-12-20 01:39:39.744000+00:00,353.61442,-35.49172,18.5,R,673,USNOA2,CCD
35,99942,2004 MN4,4X4E25A,2004-12-20 01:50:45.024000+00:00,353.639,-35.48553,,,673,USNOA2,CCD
36,99942,2004 MN4,4X4E25A,2004-12-20 01:59:19.968000+00:00,353.65792,-35.48092,,,673,USNOA2,CCD
37,99942,2004 MN4,4X4E25A,2004-12-20 02:09:36+00:00,353.68071,-35.47517,,,673,USNOA2,CCD
38,99942,2004 MN4,4X4E289,2004-12-22 11:20:39.034000+00:00,1.41117,-33.34539,18.5,R,E12,UCAC2,CCD
39,99942,2004 MN4,4X4E289,2004-12-22 11:21:11.002000+00:00,1.41229,-33.34506,17.6,R,E12,UCAC2,CCD
40,99942,2004 MN4,4X4E289,2004-12-22 11:21:42.106000+00:00,1.41308,-33.34475,17.6,R,E12,UCAC2,CCD
41,99942,2004 MN4,4X4E289,2004-12-22 11:22:12.346000+00:00,1.41458,-33.34428,16.6,R,E12,UCAC2,CCD
42,99942,2004 MN4,AS38864,2004-12-23 01:32:15.648000+00:00,3.27254,-32.78136,17.3,V,704,USNOA2,CCD
43,99942,2004 MN4,AS38893,2004-12-23 01:32:19.968000+00:00,3.27346,-32.78169,18.2,V,704,USNOA2,CCD
44,99942,2004 MN4,AS38864,2004-12-23 02:11:35.232000+00:00,3.35279,-32.75375,17.7,V,704,USNOA2,CCD
45,99942,2004 MN4,AS38893,2004-12-23 02:13:34.464000+00:00,3.35746,-32.75261,17.5,V,704,USNOA2,CCD
46,99942,2004 MN4,AS38864,2004-12-23 02:31:28.416000+00:00,3.39379,-32.73908,17.7,V,704,USNOA2,CCD
47,99942,2004 MN4,AS38893,2004-12-23 02:34:58.368000+00:00,3.40117,-32.73703,17.8,V,704,USNOA2,CCD
48,99942,2004 MN4,AS38864,2004-12-23 02:51:06.048000+00:00,3.43371,-32.72503,17.5,V,704,USNOA2,CCD
49,99942,2004 MN4,AS38893,2004-12-23 02:55:14.016000+00:00,3.44238,-32.72228,17.5,V,704,USNOA2,CCD
50,99942,2004 MN4,4X4E29E,2004-12-23 10:37:28.416000+00:00,4.42333,-32.36767,16.3,R,E12,UCAC2,CCD
51,99942,2004 MN4,4X4E29E,2004-12-23 10:37:58.656000+00:00,4.424,-32.36719,17.3,R,E12,UCAC2,CCD
52,99942,2004 MN4,4X4E29E,2004-12-23 10:38:28.032000+00:00,4.42521,-32.36681,17.1,R,E12,UCAC2,CCD
53,99942,2004 MN4,4X4E29E,2004-12-23 10:38:58.272000+00:00,4.42625,-32.36656,17.2,R,E12,UCAC2,CCD
54,99942,2004 MN4,4X4E29E,2004-12-23 10:39:56.160000+00:00,4.42813,-32.36578,17.0,R,E12,UCAC2,CCD
55,99942,2004 MN4,4X4E29E,2004-12-23 10:40:25.536000+00:00,4.42921,-32.36536,17.4,R,E12,UCAC2,CCD
56,99942,2004 MN4,4X4E29E,2004-12-23 10:40:55.776000+00:00,4.43029,-32.36506,16.7,R,E12,UCAC2,CCD
57,99942,2004 MN4,4X4E29E,2004-12-23 10:41:26.016000+00:00,4.43125,-32.36461,16.9,R,E12,UCAC2,CCD
58,99942,2004 MN4,4X4E2A1,2004-12-23 11:36:56.736000+00:00,4.54429,-32.32244,17.5,R,E12,UCAC2,CCD
59,99942,2004 MN4,4X4E2A1,2004-12-23 11:37:26.976000+00:00,4.54558,-32.32228,16.8,R,E12,UCAC2,CCD
60,99942,2004 MN4,4X4E2A1,2004-12-23 11:37:58.080000+00:00,4.54646,-32.32164,17.1,R,E12,UCAC2,CCD
61,99942,2004 MN4,4X4E2A1,2004-12-23 11:38:28.320000+00:00,4.54737,-32.32133,17.3,R,E12,UCAC2,CCD
62,99942,2004 MN4,4X4E2A1,2004-12-23 11:44:38.976000+00:00,4.56013,-32.31656,17.3,R,E12,UCAC2,CCD
63,99942,2004 MN4,4X4E2A1,2004-12-23 11:45:09.216000+00:00,4.56108,-32.31611,17.0,R,E12,UCAC2,CCD
64,99942,2004 MN4,4X4E2A1,2004-12-23 11:45:38.592000+00:00,4.56229,-32.316,17.1,R,E12,UCAC2,CCD
65,99942,2004 MN4,4X4E2A1,2004-12-23 11:46:08.832000+00:00,4.56317,-32.31558,17.4,R,E12,UCAC2,CCD
66,99942,2004 MN4,4X4E2A3,2004-12-23 12:46:10.848000+00:00,4.68696,-32.26936,17.2,R,E12,UCAC2,CCD
67,99942,2004 MN4,4X4E2A3,2004-12-23 12:46:41.088000+00:00,4.68783,-32.26883,17.9,R,E12,UCAC2,CCD
68,99942,2004 MN4,4X4E2A3,2004-12-23 12:47:11.328000+00:00,4.68892,-32.26864,17.7,R,E12,UCAC2,CCD
69,99942,2004 MN4,4X4E2A3,2004-12-23 12:47:43.296000+00:00,4.69029,-32.26822,17.9,R,E12,UCAC2,CCD
70,99942,2004 MN4,K04M04N,2004-12-24 01:50:17.376000+00:00,6.34933,-31.72019,17.7,R,683,GSCACT,CCD
71,99942,2004 MN4,K04M04N,2004-12-24 01:54:52.128000+00:00,6.35867,-31.71669,17.5,R,683,GSCACT,CCD
72,99942,2004 MN4,6CO002,2004-12-24 02:38:38.688000+00:00,6.44463,-31.68406,16.8,R,699,USNOB1,CCD
73,99942,2004 MN4,6CO002,2004-12-24 02:49:12.864000+00:00,6.46546,-31.67592,,,699,USNOB1,CCD
74,99942,2004 MN4,6CO002,2004-12-24 02:59:47.904000+00:00,6.48629,-31.66783,,,699,USNOB1,CCD
75,99942,2004 MN4,6CO002,2004-12-24 03:10:22.080000+00:00,6.50708,-31.65983,,,699,USNOB1,CCD
76,99942,2004 MN4,6CO003,2004-12-24 03:35:43.584000+00:00,6.55758,-31.64061,17.2,R,699,USNOB1,CCD
77,99942,2004 MN4,6CO003,2004-12-24 03:39:44.640000+00:00,6.56471,-31.63683,,,699,USNOB1,CCD
78,99942,2004 MN4,6CO003,2004-12-24 03:43:45.696000+00:00,6.57296,-31.63411,,,699,USNOB1,CCD
79,99942,2004 MN4,6CO003,2004-12-24 03:47:47.616000+00:00,6.58088,-31.63072,,,699,USNOB1,CCD
80,99942,2004 MN4,K04M04N,2004-12-24 18:00:50.112000+00:00,8.336713,-30.982831,16.6,R,620,USNOB1,CCD
81,99942,2004 MN4,K04M04N,2004-12-24 18:12:33.408000+00:00,8.359154,-30.9737,16.9,R,620,USNOB1,CCD
82,99942,2004 MN4,K04M04N,2004-12-24 18:23:24+00:00,8.380021,-30.965356,16.9,R,620,USNOB1,CCD
83,99942,2004 MN4,JS00130,2004-12-25 01:34:58.944000+00:00,9.24571,-30.62847,17.6,R,H06,USNOB1,CCD
84,99942,2004 MN4,JS00130,2004-12-25 01:42:49.824000+00:00,9.26058,-30.62228,17.8,R,H06,USNOB1,CCD
85,99942,2004 MN4,K04M04N,2004-12-25 01:48:08.640000+00:00,9.27329,-30.61808,19.2,R,683,GSCACT,CCD
86,99942,2004 MN4,K04M04N,2004-12-25 01:51:32.544000+00:00,9.27967,-30.61544,18.9,R,683,GSCACT,CCD
87,99942,2004 MN4,JS00130,2004-12-25 01:52:04.512000+00:00,9.27817,-30.61508,17.7,R,H06,USNOB1,CCD
88,99942,2004 MN4,K04M04N,2004-12-25 01:54:09.792000+00:00,9.28446,-30.61367,18.0,R,683,GSCACT,CCD
89,99942,2004 MN4,K04M04N,2004-12-25 01:56:47.904000+00:00,9.28937,-30.61128,18.5,R,683,GSCACT,CCD
90,99942,2004 MN4,K04M04N,2004-12-25 01:59:30.336000+00:00,9.29471,-30.60925,18.6,R,683,GSCACT,CCD
91,99942,2004 MN4,K04M04N,2004-12-25 02:02:06.720000+00:00,9.29971,-30.60733,19.6,R,683,GSCACT,CCD
92,99942,2004 MN4,K04M04N,2004-12-25 02:05:55.680000+00:00,9.30667,-30.60417,19.4,R,683,GSCACT,CCD
93,99942,2004 MN4,K04M04N,2004-12-25 02:12:07.200000+00:00,9.31846,-30.59931,18.9,R,683,GSCACT,CCD
94,99942,2004 MN4,K04M04N,2004-12-25 02:24:41.472000+00:00,9.34196,-30.58944,18.5,R,683,GSCACT,CCD
95,99942,2004 MN4,K04M04N,2004-12-25 02:30:00.288000+00:00,9.35213,-30.58528,18.1,R,683,GSCACT,CCD
96,99942,2004 MN4,K04M04N,2004-12-25 02:35:41.568000+00:00,9.36292,-30.58064,18.2,R,683,GSCACT,CCD
97,99942,2004 MN4,K04M04N,2004-12-25 02:45:09.216000+00:00,9.38054,-30.57297,18.3,R,683,GSCACT,CCD
98,99942,2004 MN4,K04M04N,2004-12-25 02:52:09.120000+00:00,9.39371,-30.56758,18.1,R,683,GSCACT,CCD
99,99942,2004 MN4,K04M04N,2004-12-25 02:55:06.240000+00:00,9.3995,-30.56531,17.9,R,683,GSCACT,CCD
100,99942,2004 MN4,K04M04N,2004-12-25 03:00:44.928000+00:00,9.41033,-30.56069,18.7,R,683,GSCACT,CCD
101,99942,2004 MN4,K04M04N,2004-12-25 03:04:17.472000+00:00,9.41696,-30.55789,17.9,R,683,GSCACT,CCD
102,99942,2004 MN4,K04M04N,2004-12-25 03:07:00.768000+00:00,9.42204,-30.55556,18.1,R,683,GSCACT,CCD
103,99942,2004 MN4,K04M04N,2004-12-25 03:13:40.800000+00:00,9.43442,-30.55058,18.1,R,683,GSCACT,CCD
104,99942,2004 MN4,K04M04N,2004-12-25 03:19:08.256000+00:00,9.44512,-30.54606,18.5,R,683,GSCACT,CCD
105,99942,2004 MN4,K04M04N,2004-12-25 04:25:13.152000+00:00,9.56896,-30.49197,16.3,R,448,UCAC2,CCD
106,99942,2004 MN4,K04M04N,2004-12-25 04:28:25.824000+00:00,9.57508,-30.48936,16.3,R,448,UCAC2,CCD
107,99942,2004 MN4,K04M04N,2004-12-25 04:32:17.376000+00:00,9.58242,-30.48619,16.3,R,448,UCAC2,CCD
108,99942,2004 MN4,K04M04N,2004-12-26 00:01:55.776000+00:00,11.88692,-29.55725,16.9,V,H36,UCAC2,CCD
109,99942,2004 MN4,K04M04N,2004-12-26 00:06:38.304000+00:00,11.89571,-29.55339,17.3,V,H36,UCAC2,CCD
110,99942,2004 MN4,K04M04N,2004-12-26 00:25:57.792000+00:00,11.93075,-29.53828,17.8,V,H36,UCAC2,CCD
111,99942,2004 MN4,K04M04N,2004-12-26 00:37:48+00:00,11.95237,-29.52864,17.1,V,H36,UCAC2,CCD
112,99942,2004 MN4,K04M04N,2004-12-26 00:55:06.528000+00:00,11.98421,-29.51467,17.3,V,H36,UCAC2,CCD
113,99942,2004 MN4,K04M04N,2004-12-26 01:06:55.008000+00:00,12.00563,-29.50494,17.6,V,H36,UCAC2,CCD
114,99942,2004 MN4,JS00131,2004-12-26 01:09:56.448000+00:00,12.01467,-29.50161,17.1,V,H06,USNOB1,CCD
115,99942,2004 MN4,K04M04N,2004-12-26 01:13:34.176000+00:00,12.02196,-29.49853,17.2,R,715,UCAC2,CCD
116,99942,2004 MN4,JS00131,2004-12-26 01:16:42.528000+00:00,12.027,-29.49611,17.3,V,H06,USNOB1,CCD
117,99942,2004 MN4,K04M04N,2004-12-26 01:17:58.560000+00:00,12.02921,-29.49481,16.5,R,H06,USNOB1,CCD
118,99942,2004 MN4,K04M04N,2004-12-26 01:18:08.064000+00:00,12.02575,-29.496,17.6,V,H36,UCAC2,CCD
119,99942,2004 MN4,K04M04N,2004-12-26 01:19:17.184000+00:00,12.03225,-29.49389,17.2,R,715,UCAC2,CCD
120,99942,2004 MN4,K04M04N,2004-12-26 01:20:01.248000+00:00,12.03321,-29.49317,16.5,R,H06,USNOB1,CCD
121,99942,2004 MN4,K04M04N,2004-12-26 01:22:03.072000+00:00,12.03675,-29.49167,16.5,R,H06,USNOB1,CCD
122,99942,2004 MN4,JS00131,2004-12-26 01:23:07.008000+00:00,12.03862,-29.49089,17.1,V,H06,USNOB1,CCD
123,99942,2004 MN4,K04M04N,2004-12-26 01:24:56.736000+00:00,12.0425,-29.48939,17.4,R,715,UCAC2,CCD
124,99942,2004 MN4,K04M04N,2004-12-26 01:30:31.968000+00:00,12.05258,-29.48489,17.1,R,715,UCAC2,CCD
125,99942,2004 MN4,JS00132,2004-12-26 01:38:13.344000+00:00,12.06596,-29.47864,17.2,V,H06,USNOB1,CCD
126,99942,2004 MN4,K04M04N,2004-12-26 01:50:15.648000+00:00,12.09013,-29.46883,17.9,R,683,GSCACT,CCD
127,99942,2004 MN4,K04M04N,2004-12-26 01:53:30.912000+00:00,12.09596,-29.46628,18.0,R,683,GSCACT,CCD
128,99942,2004 MN4,JS00132,2004-12-26 01:54:09.792000+00:00,12.09467,-29.4655,17.0,V,H06,USNOB1,CCD
129,99942,2004 MN4,K04M04N,2004-12-26 01:57:59.616000+00:00,12.10375,-29.46247,18.5,R,683,GSCACT,CCD
130,99942,2004 MN4,K04M04N,2004-12-26 02:02:51.648000+00:00,12.11288,-29.45856,19.3,R,683,GSCACT,CCD
131,99942,2004 MN4,JS00132,2004-12-26 02:03:40.032000+00:00,12.11204,-29.45803,17.4,V,H06,USNOB1,CCD
132,99942,2004 MN4,K04M04N,2004-12-26 02:05:37.536000+00:00,12.11775,-29.45642,18.4,R,683,GSCACT,CCD
133,99942,2004 MN4,K04M04N,2004-12-26 02:09:10.080000+00:00,12.12458,-29.45367,19.0,R,683,GSCACT,CCD
134,99942,2004 MN4,K04M04N,2004-12-26 02:10:43.392000+00:00,12.12446,-29.45197,16.5,R,H06,USNOB1,CCD
135,99942,2004 MN4,K04M04N,2004-12-26 02:11:50.784000+00:00,12.12908,-29.45144,18.2,R,683,GSCACT,CCD
136,99942,2004 MN4,K04M04N,2004-12-26 02:14:08.160000+00:00,12.13075,-29.44928,16.6,R,H06,USNOB1,CCD
137,99942,2004 MN4,JS00133,2004-12-26 02:14:59.136000+00:00,12.13237,-29.44892,17.3,V,H06,USNOB1,CCD
138,99942,2004 MN4,K04M04N,2004-12-26 02:16:38.496000+00:00,12.13779,-29.44747,19.0,R,683,GSCACT,CCD
139,99942,2004 MN4,K04M04N,2004-12-26 02:17:28.608000+00:00,12.13704,-29.44656,16.6,R,H06,USNOB1,CCD
140,99942,2004 MN4,K04M04N,2004-12-26 02:19:19.200000+00:00,12.14246,-29.44525,19.2,R,683,GSCACT,CCD
141,99942,2004 MN4,6CQ001,2004-12-26 02:21:55.584000+00:00,12.14779,-29.44381,16.8,R,699,USNOB1,CCD
142,99942,2004 MN4,K04M04N,2004-12-26 02:22:22.368000+00:00,12.14833,-29.44325,19.3,R,683,GSCACT,CCD
143,99942,2004 MN4,6CQ001,2004-12-26 02:22:36.192000+00:00,12.14883,-29.44308,,,699,USNOB1,CCD
144,99942,2004 MN4,6CQ001,2004-12-26 02:23:15.072000+00:00,12.15021,-29.44286,,,699,USNOB1,CCD
145,99942,2004 MN4,6CQ001,2004-12-26 02:23:54.816000+00:00,12.15117,-29.44214,,,699,USNOB1,CCD
146,99942,2004 MN4,K04M04N,2004-12-26 02:25:02.208000+00:00,12.15275,-29.44075,18.3,R,683,GSCACT,CCD
147,99942,2004 MN4,K04M04N,2004-12-26 02:27:57.600000+00:00,12.15808,-29.43808,16.9,R,651,USNOA2,CCD
148,99942,2004 MN4,K04M04N,2004-12-26 02:28:07.104000+00:00,12.15854,-29.43792,17.9,R,683,GSCACT,CCD
149,99942,2004 MN4,K04M04N,2004-12-26 02:30:02.880000+00:00,12.16183,-29.43636,16.9,R,651,USNOA2,CCD
150,99942,2004 MN4,K04M04N,2004-12-26 02:31:20.640000+00:00,12.16425,-29.43525,16.8,R,651,USNOA2,CCD
151,99942,2004 MN4,K04M04N,2004-12-26 02:37:56.352000+00:00,12.17604,-29.42983,16.7,R,651,USNOA2,CCD
152,99942,2004 MN4,K04M04N,2004-12-26 02:38:38.688000+00:00,12.17758,-29.42925,18.5,R,683,GSCACT,CCD
153,99942,2004 MN4,K04M04N,2004-12-26 02:38:48.192000+00:00,12.17604,-29.42917,17.3,R,448,UCAC2,CCD
154,99942,2004 MN4,JS00133,2004-12-26 02:38:58.560000+00:00,12.17583,-29.42911,16.7,V,H06,USNOB1,CCD
155,99942,2004 MN4,K04M04N,2004-12-26 02:39:27.072000+00:00,12.17879,-29.42861,16.8,R,651,USNOA2,CCD
156,99942,2004 MN4,K04M04N,2004-12-26 02:41:02.976000+00:00,12.18171,-29.42725,16.9,R,651,USNOA2,CCD
157,99942,2004 MN4,K04M04N,2004-12-26 02:41:25.440000+00:00,12.18267,-29.42725,18.1,R,683,GSCACT,CCD
158,99942,2004 MN4,K04M04N,2004-12-26 02:44:14.784000+00:00,12.18746,-29.42481,18.4,R,683,GSCACT,CCD
159,99942,2004 MN4,K04M04N,2004-12-26 02:46:52.896000+00:00,12.19229,-29.42256,18.8,R,683,GSCACT,CCD
160,99942,2004 MN4,K04M04N,2004-12-26 02:48:04.608000+00:00,12.19288,-29.4215,17.5,R,448,UCAC2,CCD
161,99942,2004 MN4,K04M04N,2004-12-26 02:49:36.192000+00:00,12.19742,-29.42033,18.0,R,683,GSCACT,CCD
162,99942,2004 MN4,JS00133,2004-12-26 02:50:34.080000+00:00,12.19683,-29.41956,17.3,V,H06,USNOB1,CCD
163,99942,2004 MN4,K04M04N,2004-12-26 02:50:34.944000+00:00,12.19896,-29.41942,16.7,R,651,USNOA2,CCD
164,99942,2004 MN4,K04M04N,2004-12-26 02:52:34.176000+00:00,12.20254,-29.41769,16.5,R,651,USNOA2,CCD
165,99942,2004 MN4,K04M04N,2004-12-26 02:53:51.936000+00:00,12.20488,-29.41678,16.5,R,651,USNOA2,CCD
166,99942,2004 MN4,K04M04N,2004-12-26 02:55:10.560000+00:00,12.20725,-29.41561,17.0,R,651,USNOA2,CCD
167,99942,2004 MN4,K04M04N,2004-12-26 02:56:30.912000+00:00,12.20958,-29.41478,19.2,R,683,GSCACT,CCD
168,99942,2004 MN4,K04M04N,2004-12-26 02:57:08.928000+00:00,12.21079,-29.414,16.5,R,651,USNOA2,CCD
169,99942,2004 MN4,K04M04N,2004-12-26 02:57:21.888000+00:00,12.20963,-29.41383,17.4,R,448,UCAC2,CCD
170,99942,2004 MN4,K04M04N,2004-12-26 03:02:02.688000+00:00,12.22017,-29.40989,19.5,R,683,GSCACT,CCD
171,99942,2004 MN4,K04M04N,2004-12-26 03:05:24.864000+00:00,12.22579,-29.40731,18.2,R,683,GSCACT,CCD
172,99942,2004 MN4,K04M04N,2004-12-26 03:06:38.304000+00:00,12.22633,-29.40619,17.5,R,448,UCAC2,CCD
173,99942,2004 MN4,K04M04N,2004-12-26 03:08:06.432000+00:00,12.23067,-29.40511,18.7,R,683,GSCACT,CCD
174,99942,2004 MN4,K04M04N,2004-12-26 03:09:43.200000+00:00,12.23354,-29.40367,17.0,R,651,USNOA2,CCD
175,99942,2004 MN4,K04M04N,2004-12-26 03:10:45.408000+00:00,12.23517,-29.40339,19.6,R,683,GSCACT,CCD
176,99942,2004 MN4,K04M04N,2004-12-26 03:11:25.152000+00:00,12.23671,-29.40222,16.8,R,651,USNOA2,CCD
177,99942,2004 MN4,K04M04N,2004-12-26 03:12:50.688000+00:00,12.23917,-29.40111,16.9,R,651,USNOA2,CCD
178,99942,2004 MN4,K04M04N,2004-12-26 03:13:31.296000+00:00,12.24071,-29.40081,19.3,R,683,GSCACT,CCD
179,99942,2004 MN4,K04M04N,2004-12-26 03:15:55.584000+00:00,12.24329,-29.39844,17.3,R,448,UCAC2,CCD
180,99942,2004 MN4,K04M04N,2004-12-26 03:16:28.416000+00:00,12.24579,-29.39839,19.1,R,683,GSCACT,CCD
181,99942,2004 MN4,K04M04N,2004-12-26 03:19:14.304000+00:00,12.25088,-29.39572,20.3,R,683,GSCACT,CCD
182,99942,2004 MN4,K04M04N,2004-12-26 03:22:03.648000+00:00,12.25592,-29.39367,18.7,R,683,GSCACT,CCD
183,99942,2004 MN4,W0077E,2004-12-26 16:13:08.256000+00:00,13.71854,-28.76386,19.5,R,097,USNOA2,CCD
184,99942,2004 MN4,W0077E,2004-12-26 16:17:26.592000+00:00,13.72612,-28.76061,18.0,R,097,USNOA2,CCD
185,99942,2004 MN4,W0077E,2004-12-26 16:22:09.120000+00:00,13.73508,-28.75639,20.5,R,097,USNOA2,CCD
186,99942,2004 MN4,W0077E,2004-12-26 16:23:45.888000+00:00,13.73758,-28.75531,17.9,R,097,USNOA2,CCD
187,99942,2004 MN4,W0077E,2004-12-26 16:25:22.656000+00:00,13.74062,-28.75394,18.2,R,097,USNOA2,CCD
188,99942,2004 MN4,W0077E,2004-12-26 16:26:44.736000+00:00,13.74275,-28.75281,18.2,R,097,USNOA2,CCD
189,99942,2004 MN4,W0077E,2004-12-26 16:27:52.128000+00:00,13.74446,-28.75178,16.7,R,097,USNOA2,CCD
190,99942,2004 MN4,W0077E,2004-12-26 16:28:58.656000+00:00,13.74671,-28.75089,18.1,R,097,USNOA2,CCD
191,99942,2004 MN4,W0077E,2004-12-26 16:30:04.320000+00:00,13.7485,-28.75003,18.0,R,097,USNOA2,CCD
192,99942,2004 MN4,W0077E,2004-12-26 16:31:11.712000+00:00,13.75058,-28.74919,17.8,R,097,USNOA2,CCD
193,99942,2004 MN4,W0077E,2004-12-26 16:32:19.968000+00:00,13.75254,-28.74831,18.2,R,097,USNOA2,CCD
194,99942,2004 MN4,W0077E,2004-12-26 16:33:27.360000+00:00,13.7545,-28.74714,18.1,R,097,USNOA2,CCD
195,99942,2004 MN4,W0077E,2004-12-26 16:34:33.888000+00:00,13.75642,-28.74636,18.2,R,097,USNOA2,CCD
196,99942,2004 MN4,W0077E,2004-12-26 16:45:08.928000+00:00,13.775,-28.73761,18.0,R,097,USNOA2,CCD
197,99942,2004 MN4,W0077E,2004-12-26 16:47:51.360000+00:00,13.77967,-28.73533,18.0,R,097,USNOA2,CCD
198,99942,2004 MN4,W0077E,2004-12-26 16:48:57.888000+00:00,13.78163,-28.73439,18.0,R,097,USNOA2,CCD
199,99942,2004 MN4,W0077E,2004-12-26 16:50:05.280000+00:00,13.78358,-28.73344,17.5,R,097,USNOA2,CCD
200,99942,2004 MN4,W0077E,2004-12-26 16:51:10.944000+00:00,13.78571,-28.73261,18.2,R,097,USNOA2,CCD
201,99942,2004 MN4,W0077E,2004-12-26 16:53:38.688000+00:00,13.79008,-28.73064,18.7,R,097,USNOA2,CCD
202,99942,2004 MN4,W0077E,2004-12-26 16:54:40.896000+00:00,13.79183,-28.72961,17.9,R,097,USNOA2,CCD
203,99942,2004 MN4,W0077E,2004-12-26 16:55:48.288000+00:00,13.79379,-28.72881,18.1,R,097,USNOA2,CCD
204,99942,2004 MN4,W0077E,2004-12-26 16:56:52.224000+00:00,13.79554,-28.72781,18.5,R,097,USNOA2,CCD
205,99942,2004 MN4,W0077E,2004-12-26 17:00:00.576000+00:00,13.80112,-28.72528,18.1,R,097,USNOA2,CCD
206,99942,2004 MN4,W0077E,2004-12-26 17:02:45.600000+00:00,13.806,-28.72294,18.1,R,097,USNOA2,CCD
207,99942,2004 MN4,W0077E,2004-12-26 17:03:48.672000+00:00,13.80779,-28.72214,18.4,R,097,USNOA2,CCD
208,99942,2004 MN4,W0077E,2004-12-26 17:05:55.680000+00:00,13.81158,-28.72028,18.0,R,097,USNOA2,CCD
209,99942,2004 MN4,W0077E,2004-12-26 17:06:58.752000+00:00,13.81333,-28.71936,17.9,R,097,USNOA2,CCD
