obs_index,permID,provID,trkSub,obsTime,ra_deg,dec_deg,mag,band,station,astCat,mode,injection_type,injection_magnitude_arcsec,is_targeted_row
5174,99942,,99942,2021-02-14 19:21:47.520000+00:00,162.88746,-18.30383,16.5,R,N42,UNK,CCD,targeted_outlier,30.0,False
5175,99942,,99942,2021-02-14 19:24:04.896000+00:00,162.88542,-18.30331,16.1,R,N42,UNK,CCD,targeted_outlier,30.0,False
5176,99942,,99942,2021-02-14 19:26:22.272000+00:00,162.88387,-18.30294,16.1,R,N42,UNK,CCD,targeted_outlier,30.0,False
5177,99942,,99942,2021-02-14 19:28:39.648000+00:00,162.88233,-18.30256,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5178,99942,,99942,2021-02-14 19:30:57.024000+00:00,162.88096,-18.30222,16.5,R,N42,UNK,CCD,targeted_outlier,30.0,False
5179,99942,,99942,2021-02-14 19:33:14.400000+00:00,162.87908,-18.30175,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5180,99942,,99942,2021-02-14 19:35:30.912000+00:00,162.87737,-18.30128,15.6,R,N42,UNK,CCD,targeted_outlier,30.0,False
5181,99942,,99942,2021-02-14 19:37:48.288000+00:00,162.87587,-18.30094,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5182,99942,,99942,2021-02-14 19:40:05.664000+00:00,162.87421,-18.30047,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5183,99942,,99942,2021-02-14 19:42:23.040000+00:00,162.87258,-18.30011,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5184,99942,,99942,2021-02-14 19:44:40.416000+00:00,162.87104,-18.29972,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5185,99942,,99942,2021-02-14 19:46:57.792000+00:00,162.8695,-18.29931,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5186,99942,,99942,2021-02-14 19:49:15.168000+00:00,162.86787,-18.29892,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5187,99942,,99942,2021-02-14 19:51:32.544000+00:00,162.86617,-18.29844,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5188,99942,,99942,2021-02-14 19:53:49.920000+00:00,162.86467,-18.29811,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5189,99942,,99942,2021-02-14 19:56:07.296000+00:00,162.86296,-18.29764,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5190,99942,,99942,2021-02-14 19:58:21.216000+00:00,162.86425,-18.29656,15.6,G,186,Gaia2,CCD,targeted_outlier,30.0,False
5191,99942,,99942,2021-02-14 19:58:24.672000+00:00,162.86129,-18.29722,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5192,99942,,99942,2021-02-14 20:00:42.048000+00:00,162.85962,-18.29678,16.2,R,N42,UNK,CCD,targeted_outlier,30.0,False
5193,99942,,99942,2021-02-14 20:02:59.424000+00:00,162.85833,-18.29647,16.4,R,N42,UNK,CCD,targeted_outlier,30.0,False
5194,99942,,99942,2021-02-14 20:05:16.800000+00:00,162.85658,-18.296,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5195,99942,,99942,2021-02-14 20:07:34.176000+00:00,162.85525,-18.29569,16.6,R,N42,UNK,CCD,targeted_outlier,30.0,False
5196,99942,,99942,2021-02-14 20:09:51.552000+00:00,162.85321,-18.29514,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5197,99942,,99942,2021-02-14 20:12:09.792000+00:00,162.85154,-18.29472,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5198,99942,,99942,2021-02-14 20:14:27.168000+00:00,162.85008,-18.29433,15.7,R,N42,UNK,CCD,targeted_outlier,30.0,False
5199,99942,,99942,2021-02-14 20:16:44.544000+00:00,162.84837,-18.29392,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5200,99942,,99942,2021-02-14 20:19:01.920000+00:00,162.84675,-18.29347,16.5,R,N42,UNK,CCD,targeted_outlier,30.0,False
5201,99942,,99942,2021-02-14 20:21:19.296000+00:00,162.84533,-18.29314,16.1,R,N42,UNK,CCD,targeted_outlier,30.0,False
5202,99942,,99942,2021-02-14 20:23:37.536000+00:00,162.84346,-18.29264,16.4,R,N42,UNK,CCD,targeted_outlier,30.0,False
5203,99942,,99942,2021-02-14 20:25:54.048000+00:00,162.84192,-18.29219,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5204,99942,,99942,2021-02-14 20:28:12.288000+00:00,162.84021,-18.29181,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5205,99942,,99942,2021-02-14 20:30:28.800000+00:00,162.83879,-18.29147,16.3,R,N42,UNK,CCD,targeted_outlier,30.0,False
5206,99942,,99942,2021-02-14 20:32:47.040000+00:00,162.83704,-18.29097,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5207,99942,,99942,2021-02-14 20:35:04.416000+00:00,162.83546,-18.29056,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5208,99942,,99942,2021-02-14 20:37:22.656000+00:00,162.83383,-18.29014,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5209,99942,,99942,2021-02-14 20:39:40.032000+00:00,162.83217,-18.28972,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5210,99942,,99942,2021-02-14 20:41:57.408000+00:00,162.83058,-18.28931,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5211,99942,,99942,2021-02-14 20:44:14.784000+00:00,162.82892,-18.28883,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5212,99942,,99942,2021-02-14 20:46:32.160000+00:00,162.82738,-18.28844,16.2,R,N42,UNK,CCD,targeted_outlier,30.0,False
5213,99942,,99942,2021-02-14 20:48:49.536000+00:00,162.82575,-18.28803,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5214,99942,,99942,2021-02-14 20:51:06.912000+00:00,162.82413,-18.28758,15.7,R,N42,UNK,CCD,targeted_outlier,30.0,False
5215,99942,,99942,2021-02-14 20:53:26.016000+00:00,162.82246,-18.28714,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5216,99942,,99942,2021-02-14 20:55:42.528000+00:00,162.82092,-18.28672,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5217,99942,,99942,2021-02-14 20:57:59.904000+00:00,162.819,-18.28625,16.4,R,N42,UNK,CCD,targeted_outlier,30.0,False
5218,99942,,99942,2021-02-14 21:00:18.144000+00:00,162.81754,-18.28583,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5219,99942,,99942,2021-02-14 21:02:34.656000+00:00,162.81612,-18.28547,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5220,99942,,99942,2021-02-14 21:04:52.032000+00:00,162.81471,-18.28514,16.3,R,N42,UNK,CCD,targeted_outlier,30.0,False
5221,99942,,99942,2021-02-14 21:07:09.408000+00:00,162.81283,-18.28458,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5222,99942,,99942,2021-02-14 21:09:27.648000+00:00,162.81121,-18.28419,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5223,99942,,99942,2021-02-14 21:11:45.024000+00:00,162.80954,-18.28372,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5224,99942,,99942,2021-02-14 21:14:02.400000+00:00,162.80796,-18.28333,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5225,99942,,99942,2021-02-14 21:16:19.776000+00:00,162.80646,-18.28289,16.2,R,N42,UNK,CCD,targeted_outlier,30.0,False
5226,99942,,99942,2021-02-14 21:18:37.152000+00:00,162.80462,-18.28242,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5227,99942,,99942,2021-02-14 21:20:54.528000+00:00,162.80321,-18.28203,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5228,99942,,99942,2021-02-14 21:23:11.904000+00:00,162.80175,-18.28167,16.6,R,N42,UNK,CCD,targeted_outlier,30.0,False
5229,99942,,99942,2021-02-14 21:25:09.408000+00:00,162.80229,-18.28072,15.6,G,186,Gaia2,CCD,targeted_outlier,30.0,False
5230,99942,,99942,2021-02-14 21:25:29.280000+00:00,162.80017,-18.28125,16.2,R,N42,UNK,CCD,targeted_outlier,30.0,False
5231,99942,,99942,2021-02-14 21:27:46.656000+00:00,162.79837,-18.28075,15.7,R,N42,UNK,CCD,targeted_outlier,30.0,False
5232,99942,,99942,2021-02-14 21:30:04.032000+00:00,162.79663,-18.28025,15.6,R,N42,UNK,CCD,targeted_outlier,30.0,False
5233,99942,,99942,2021-02-14 21:32:21.408000+00:00,162.79504,-18.27981,15.7,R,N42,UNK,CCD,targeted_outlier,30.0,False
5234,99942,,99942,2021-02-14 21:34:38.784000+00:00,162.79342,-18.27942,15.7,R,N42,UNK,CCD,targeted_outlier,30.0,False
5235,99942,,99942,2021-02-14 21:36:57.024000+00:00,162.79183,-18.27897,15.7,R,N42,UNK,CCD,targeted_outlier,30.0,False
5236,99942,,99942,2021-02-14 21:59:30.912000+00:00,162.776,-18.27456,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5237,99942,,99942,2021-02-14 22:01:24.960000+00:00,162.79433,-18.27181,15.7,G,J37,Gaia2,CCD,targeted_outlier,30.0,False
5238,99942,,99942,2021-02-14 22:01:48.288000+00:00,162.77425,-18.27414,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5239,99942,,99942,2021-02-14 22:04:05.664000+00:00,162.77275,-18.27375,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5240,99942,,99942,2021-02-14 22:06:23.040000+00:00,162.771,-18.27325,16.1,R,N42,UNK,CCD,targeted_outlier,30.0,False
5241,99942,,99942,2021-02-14 22:08:12.768000+00:00,162.78967,-18.27064,15.6,G,J37,Gaia2,CCD,targeted_outlier,30.0,False
5242,99942,,99942,2021-02-14 22:08:40.416000+00:00,162.76937,-18.27283,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5243,99942,,99942,2021-02-14 22:10:56.928000+00:00,162.76783,-18.27239,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5244,99942,,99942,2021-02-14 22:13:14.304000+00:00,162.76625,-18.27197,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5245,99942,,99942,2021-02-14 22:15:31.680000+00:00,162.76458,-18.27153,16.6,R,N42,UNK,CCD,targeted_outlier,30.0,False
5246,99942,,99942,2021-02-14 22:17:48.192000+00:00,162.76508,-18.27078,15.6,G,186,Gaia2,CCD,targeted_outlier,30.0,False
5247,99942,,99942,2021-02-14 22:17:49.056000+00:00,162.76313,-18.27111,15.7,R,N42,UNK,CCD,targeted_outlier,30.0,False
5248,99942,,99942,2021-02-14 22:20:06.432000+00:00,162.76142,-18.27064,15.7,R,N42,UNK,CCD,targeted_outlier,30.0,False
5249,99942,,99942,2021-02-14 22:22:23.808000+00:00,162.75975,-18.27019,15.6,R,N42,UNK,CCD,targeted_outlier,30.0,False
5250,99942,,99942,2021-02-14 22:24:42.048000+00:00,162.75842,-18.26981,15.6,R,N42,UNK,CCD,targeted_outlier,30.0,False
5251,99942,,99942,2021-02-14 22:26:59.424000+00:00,162.75675,-18.26933,15.6,R,N42,UNK,CCD,targeted_outlier,30.0,False
5252,99942,,99942,2021-02-14 22:29:16.800000+00:00,162.755,-18.26883,15.7,R,N42,UNK,CCD,targeted_outlier,30.0,False
5253,99942,,99942,2021-02-14 22:31:34.176000+00:00,162.75342,-18.26839,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5254,99942,,99942,2021-02-14 22:38:24.576000+00:00,162.76875,-18.26564,15.2,G,J37,Gaia2,CCD,targeted_outlier,30.0,False
5255,99942,,99942,2021-02-14 22:52:01.920000+00:00,162.75921,-18.26314,15.4,G,J37,Gaia2,CCD,targeted_outlier,30.0,False
5256,99942,,99942,2021-02-14 23:01:57.216000+00:00,162.75233,-18.2615,15.4,G,J37,Gaia2,CCD,targeted_outlier,30.0,False
5257,99942,,99942,2021-02-14 23:29:02.400000+00:00,162.71508,-18.25694,15.6,G,186,Gaia2,CCD,targeted_outlier,30.0,False
5258,99942,,99942,2021-02-15 17:47:46.464000+00:00,162.01129,-18.04603,15.7,R,N42,UNK,CCD,targeted_outlier,30.0,False
5259,99942,,99942,2021-02-15 17:49:03.360000+00:00,162.01038,-18.04581,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5260,99942,,99942,2021-02-15 17:50:21.120000+00:00,162.00954,-18.04556,15.7,R,N42,UNK,CCD,targeted_outlier,30.0,False
5261,99942,,99942,2021-02-15 17:51:38.016000+00:00,162.00854,-18.04531,15.7,R,N42,UNK,CCD,targeted_outlier,30.0,False
5262,99942,,99942,2021-02-15 17:52:55.776000+00:00,162.00758,-18.04503,15.7,R,N42,UNK,CCD,targeted_outlier,30.0,False
5263,99942,,99942,2021-02-15 17:54:12.672000+00:00,162.00671,-18.04481,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5264,99942,,99942,2021-02-15 17:55:30.432000+00:00,162.00579,-18.04456,15.6,R,N42,UNK,CCD,targeted_outlier,30.0,False
5265,99942,,99942,2021-02-15 17:56:48.192000+00:00,162.00483,-18.04433,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5266,99942,,99942,2021-02-15 17:59:22.848000+00:00,162.00296,-18.04383,15.6,R,N42,UNK,CCD,targeted_outlier,30.0,False
5267,99942,,99942,2021-02-15 18:00:39.744000+00:00,162.00213,-18.04361,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5268,99942,,99942,2021-02-15 18:01:57.504000+00:00,162.00113,-18.04336,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5269,99942,,99942,2021-02-15 18:03:14.400000+00:00,162.00025,-18.04311,15.7,R,N42,UNK,CCD,targeted_outlier,30.0,False
5270,99942,,99942,2021-02-15 18:04:32.160000+00:00,161.99929,-18.04286,15.7,R,N42,UNK,CCD,targeted_outlier,30.0,False
5271,99942,,99942,2021-02-15 18:05:49.056000+00:00,161.99842,-18.04261,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5272,99942,,99942,2021-02-15 18:07:06.816000+00:00,161.99746,-18.04239,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5273,99942,,99942,2021-02-15 18:08:23.712000+00:00,161.99654,-18.04208,15.7,R,N42,UNK,CCD,targeted_outlier,30.0,False
5274,99942,,99942,2021-02-15 18:09:41.472000+00:00,161.99546,-18.04181,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5275,99942,,99942,2021-02-15 18:10:58.368000+00:00,161.99462,-18.04158,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5276,99942,,99942,2021-02-15 18:12:16.128000+00:00,161.99362,-18.04136,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5277,99942,,99942,2021-02-15 18:13:33.024000+00:00,161.99279,-18.04114,15.6,R,N42,UNK,CCD,targeted_outlier,30.0,False
5278,99942,,99942,2021-02-15 18:14:50.784000+00:00,161.99183,-18.04083,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5279,99942,,99942,2021-02-15 18:16:07.680000+00:00,161.99087,-18.04058,15.7,R,N42,UNK,CCD,targeted_outlier,30.0,False
5280,99942,,99942,2021-02-15 18:17:28.032000+00:00,161.98996,-18.04033,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5281,99942,,99942,2021-02-15 18:18:44.928000+00:00,161.98908,-18.04008,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5282,99942,,99942,2021-02-15 18:20:08.736000+00:00,161.988,-18.03986,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5283,99942,,99942,2021-02-15 18:27:03.456000+00:00,161.98317,-18.03858,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5284,99942,,99942,2021-02-15 18:29:40.704000+00:00,161.98112,-18.03808,17.1,R,N42,UNK,CCD,targeted_outlier,30.0,False
5285,99942,,99942,2021-02-15 18:30:58.464000+00:00,161.98025,-18.03778,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5286,99942,,99942,2021-02-15 18:32:17.088000+00:00,161.97933,-18.03756,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5287,99942,,99942,2021-02-15 18:33:33.984000+00:00,161.97829,-18.03725,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5288,99942,,99942,2021-02-15 18:34:51.744000+00:00,161.97737,-18.037,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5289,99942,,99942,2021-02-15 18:36:09.504000+00:00,161.9765,-18.03675,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5290,99942,,99942,2021-02-15 18:37:26.400000+00:00,161.97554,-18.03656,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5291,99942,,99942,2021-02-15 18:38:44.160000+00:00,161.97458,-18.03633,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5292,99942,,99942,2021-02-15 18:40:03.648000+00:00,161.97362,-18.03603,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5293,99942,,99942,2021-02-15 18:41:21.408000+00:00,161.97275,-18.03575,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5294,99942,,99942,2021-02-15 18:42:39.168000+00:00,161.97175,-18.03553,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5295,99942,,99942,2021-02-15 18:43:56.928000+00:00,161.97088,-18.03525,15.8,R,N42,UNK,CCD,targeted_outlier,30.0,False
5296,99942,,99942,2021-02-15 18:45:13.824000+00:00,161.96983,-18.03497,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5297,99942,,99942,2021-02-15 18:46:31.584000+00:00,161.969,-18.03475,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5298,99942,,99942,2021-02-15 18:47:49.344000+00:00,161.968,-18.0345,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5299,99942,,99942,2021-02-15 18:49:07.104000+00:00,161.96708,-18.03422,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5300,99942,,99942,2021-02-15 18:50:24.864000+00:00,161.96617,-18.034,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5301,99942,,99942,2021-02-15 18:51:41.760000+00:00,161.96525,-18.03372,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5302,99942,,99942,2021-02-15 18:53:00.384000+00:00,161.96425,-18.03344,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5303,99942,,99942,2021-02-15 18:54:17.280000+00:00,161.96333,-18.03319,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5304,99942,,99942,2021-02-15 18:55:35.040000+00:00,161.96237,-18.03294,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5305,99942,,99942,2021-02-15 18:56:52.800000+00:00,161.96138,-18.03267,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5306,99942,,99942,2021-02-15 18:58:09.696000+00:00,161.96046,-18.03244,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5307,99942,,99942,2021-02-15 18:59:27.456000+00:00,161.95963,-18.03225,16.4,R,N42,UNK,CCD,targeted_outlier,30.0,False
5308,99942,,99942,2021-02-15 19:00:45.216000+00:00,161.95871,-18.03197,16.3,R,N42,UNK,CCD,targeted_outlier,30.0,False
5309,99942,,99942,2021-02-15 19:02:02.112000+00:00,161.95775,-18.03169,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5310,99942,,99942,2021-02-15 19:03:19.872000+00:00,161.95679,-18.03142,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5311,99942,,99942,2021-02-15 19:04:37.632000+00:00,161.95579,-18.03117,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5312,99942,,99942,2021-02-15 19:05:55.392000+00:00,161.95496,-18.03097,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5313,99942,,99942,2021-02-15 19:07:12.288000+00:00,161.95396,-18.03064,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5314,99942,,99942,2021-02-15 19:08:30.048000+00:00,161.95304,-18.03042,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5315,99942,,99942,2021-02-15 19:09:47.808000+00:00,161.95204,-18.03017,16.1,R,N42,UNK,CCD,targeted_outlier,30.0,False
5316,99942,,99942,2021-02-15 19:11:05.568000+00:00,161.95112,-18.02989,15.9,R,N42,UNK,CCD,targeted_outlier,30.0,False
5317,99942,,99942,2021-02-15 19:12:23.328000+00:00,161.95017,-18.02964,16.1,R,N42,UNK,CCD,targeted_outlier,30.0,False
5318,99942,,99942,2021-02-15 19:13:40.224000+00:00,161.94925,-18.02939,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5319,99942,,99942,2021-02-15 19:14:57.984000+00:00,161.94829,-18.02914,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5320,99942,,99942,2021-02-15 19:16:15.744000+00:00,161.94733,-18.02886,16.0,R,N42,UNK,CCD,targeted_outlier,30.0,False
5321,99942,,99942,2021-02-15 19:17:32.640000+00:00,161.94646,-18.02861,16.1,R,N42,UNK,CCD,targeted_outlier,30.0,False
5322,99942,,99942,2021-02-15 19:18:50.400000+00:00,161.94546,-18.02833,16.1,R,N42,UNK,CCD,targeted_outlier,30.0,False
5323,99942,,99942,2021-02-15 19:20:08.160000+00:00,161.9445,-18.02811,16.1,R,N42,UNK,CCD,targeted_outlier,30.0,False
5324,99942,,99942,2021-02-15 19:21:25.920000+00:00,161.94362,-18.02789,16.1,R,N42,UNK,CCD,targeted_outlier,30.0,False
5325,99942,,99942,2021-02-15 19:22:43.680000+00:00,161.94258,-18.02758,16.1,R,N42,UNK,CCD,targeted_outlier,30.0,False
5326,99942,,99942,2021-02-15 19:34:26.976000+00:00,161.94104,-18.02094,15.6,G,M44,Gaia2,CCD,targeted_outlier,30.0,False
5327,99942,,99942,2021-02-15 19:38:59.136000+00:00,161.93354,-18.02353,15.8,G,186,Gaia2,CCD,targeted_outlier,30.0,False
5328,99942,,99942,2021-02-15 19:49:34.176000+00:00,161.92988,-18.018,15.8,G,M44,Gaia2,CCD,targeted_outlier,30.0,False
5329,99942,,99942,2021-02-15 20:00:40.320000+00:00,161.91762,-18.01925,15.9,G,186,Gaia2,CCD,targeted_outlier,30.0,False
5330,99942,,99942,2021-02-15 20:12:41.760000+00:00,161.91275,-18.01331,15.5,G,M44,Gaia2,CCD,targeted_outlier,30.0,False
5331,99942,,99942,2021-02-15 20:34:20.352000+00:00,161.90696,-17.99303,16.2,G,221,Gaia2,CCD,targeted_outlier,30.0,False
5332,99942,,99942,2021-02-15 20:36:04.032000+00:00,161.90571,-17.99269,16.2,G,221,Gaia2,CCD,targeted_outlier,30.0,False
5333,99942,,99942,2021-02-15 20:37:47.712000+00:00,161.90446,-17.99239,16.1,G,221,Gaia2,CCD,targeted_outlier,30.0,False
5334,99942,,99942,2021-02-15 20:54:21.312000+00:00,161.89254,-17.98928,16.0,G,221,Gaia2,CCD,targeted_outlier,30.0,False
5335,99942,,99942,2021-02-15 20:56:04.992000+00:00,161.89125,-17.98897,16.0,G,221,Gaia2,CCD,targeted_outlier,30.0,False
5336,99942,,99942,2021-02-15 20:57:48.672000+00:00,161.89,-17.98864,16.2,G,221,Gaia2,CCD,targeted_outlier,30.0,False
5337,99942,,99942,2021-02-15 20:59:30.624000+00:00,161.87446,-18.00722,15.9,G,186,Gaia2,CCD,targeted_outlier,30.0,False
5338,99942,,99942,2021-02-15 21:22:58.944000+00:00,161.87175,-17.98389,16.1,G,221,Gaia2,CCD,targeted_outlier,30.0,False
5339,99942,,99942,2021-02-15 21:24:44.352000+00:00,161.8705,-17.98356,16.1,G,221,Gaia2,CCD,targeted_outlier,30.0,False
5340,99942,,99942,2021-02-15 21:26:32.352000+00:00,161.86917,-17.98322,16.1,G,221,Gaia2,CCD,targeted_outlier,30.0,False
5341,99942,,99942,2021-02-15 21:55:04.800000+00:00,161.84817,-17.97775,16.1,G,221,Gaia2,CCD,targeted_outlier,30.0,False
5342,99942,,99942,2021-02-15 21:56:53.664000+00:00,161.84687,-17.97739,16.1,G,221,Gaia2,CCD,targeted_outlier,30.0,False
5343,99942,,99942,2021-02-15 21:58:39.072000+00:00,161.84554,-17.97706,16.1,G,221,Gaia2,CCD,targeted_outlier,30.0,False
5344,99942,,99942,2021-02-15 22:22:41.952000+00:00,161.82775,-17.97239,16.0,G,221,Gaia2,CCD,targeted_outlier,30.0,False
5345,99942,,99942,2021-02-15 22:24:25.632000+00:00,161.82646,-17.97206,16.1,G,221,Gaia2,CCD,targeted_outlier,30.0,False
5346,99942,,99942,2021-02-15 22:26:16.224000+00:00,161.82517,-17.97169,16.1,G,221,Gaia2,CCD,targeted_outlier,30.0,False
5347,99942,,99942,2021-02-15 23:25:03.936000+00:00,161.76842,-17.97639,15.8,G,186,Gaia2,CCD,targeted_outlier,30.0,False
5348,99942,,99942,2021-02-15 23:51:07.776000+00:00,161.76233,-17.97244,15.3,R,470,Gaia1,CCD,targeted_outlier,30.0,False
5349,99942,,99942,2021-02-15 23:52:22.944000+00:00,161.76142,-17.97222,15.1,R,470,Gaia1,CCD,targeted_outlier,30.0,False
5350,99942,,99942,2021-02-15 23:53:43.296000+00:00,161.76046,-17.97194,15.3,R,470,Gaia1,CCD,targeted_outlier,30.0,False
5351,99942,,A10vil8,2021-02-16 11:51:25.060000+00:00,161.27231,-17.8152,16.07,Ac,T05,Gaia2,CCD,targeted_outlier,30.0,False
5352,99942,,A10vil8,2021-02-16 11:56:01.690000+00:00,161.26878,-17.8142,16.07,Ac,T05,Gaia2,CCD,targeted_outlier,30.0,False
5353,99942,,A10vil8,2021-02-16 12:38:41.150000+00:00,161.23634,-17.80465,16.09,Ac,T05,Gaia2,CCD,targeted_outlier,30.0,False
5354,99942,,A10vil8,2021-02-16 12:46:05.600000+00:00,161.23067,-17.803,16.18,Ac,T05,Gaia2,CCD,targeted_outlier,30.0,False
5355,99942,,99942,2021-02-16 17:36:11.808000+00:00,161.05396,-17.73756,14.8,G,M44,Gaia2,CCD,targeted_outlier,30.0,False
5356,99942,,99942,2021-02-16 17:54:19.584000+00:00,161.04054,-17.73406,14.9,G,M44,Gaia2,CCD,targeted_outlier,30.0,False
5357,99942,,99942,2021-02-16 18:03:23.904000+00:00,161.03408,-17.73258,15.0,G,M44,Gaia2,CCD,targeted_outlier,30.0,False
5358,99942,,99942,2021-02-16 18:35:33.216000+00:00,161.00567,-17.72947,15.4,G,186,Gaia2,CCD,targeted_outlier,30.0,False
5359,99942,,99942,2021-02-16 18:38:38.976000+00:00,161.00333,-17.72892,15.4,G,186,Gaia2,CCD,targeted_outlier,30.0,False
5360,99942,,99942,2021-02-16 20:05:19.392000+00:00,160.93775,-17.70986,15.4,G,186,Gaia2,CCD,targeted_outlier,30.0,False
5361,99942,,99942,2021-02-16 20:08:25.152000+00:00,160.93567,-17.70922,15.3,G,186,Gaia2,CCD,targeted_outlier,30.0,False
5362,99942,,99942,2021-02-16 20:32:15.936000+00:00,160.93187,-17.68431,15.4,G,221,Gaia2,CCD,targeted_outlier,30.0,False
5363,99942,,99942,2021-02-16 20:34:01.344000+00:00,160.93058,-17.68392,15.4,G,221,Gaia2,CCD,targeted_outlier,30.0,False
5364,99942,,99942,2021-02-16 20:35:45.888000+00:00,160.92921,-17.68356,15.5,G,221,Gaia2,CCD,targeted_outlier,30.0,False
5365,99942,,99942,2021-02-16 20:57:38.304000+00:00,160.913,-17.679,15.4,G,221,Gaia2,CCD,targeted_outlier,30.0,False
