obs_index,permID,provID,trkSub,obsTime,ra_deg,dec_deg,mag,band,station,astCat,mode,injection_type,injection_magnitude_arcsec
86,101955,1999 RQ36,J99R36Q,1999-09-14 17:16:35.040000+00:00,32.009975555555556,-24.527664444444447,15.1,R,428,GSC,CCD,systematic_bias,2.0
87,101955,1999 RQ36,J99R36Q,1999-09-14 17:18:42.912000+00:00,32.013595555555554,-24.526054444444448,15.1,R,428,GSC,CCD,systematic_bias,2.0
88,101955,1999 RQ36,J99R36Q,1999-09-15 01:19:26.688000+00:00,33.045725555555556,-24.218524444444448,,,118,USNOA2,CCD,systematic_bias,2.0
89,101955,1999 RQ36,J99R36Q,1999-09-15 01:22:07.392000+00:00,33.050845555555554,-24.216304444444447,,,118,USNOA2,CCD,systematic_bias,2.0
90,101955,1999 RQ36,J99R36Q,1999-09-15 01:23:38.976000+00:00,33.05388555555556,-24.215024444444445,15.2,R,118,USNOA2,CCD,systematic_bias,2.0
91,101955,1999 RQ36,,1999-09-15 01:53:54.240000+00:00,33.115135555555554,-24.189914444444447,14.6,R,046,USNOSA2,CCD,systematic_bias,2.0
92,101955,1999 RQ36,,1999-09-15 01:55:42.240000+00:00,33.11859555555556,-24.188414444444447,,,046,USNOSA2,CCD,systematic_bias,2.0
93,101955,1999 RQ36,,1999-09-15 01:56:43.584000+00:00,33.12059555555556,-24.187584444444447,,,046,USNOSA2,CCD,systematic_bias,2.0
94,101955,1999 RQ36,,1999-09-15 01:57:44.064000+00:00,33.12255555555556,-24.186664444444446,,,046,USNOSA2,CCD,systematic_bias,2.0
95,101955,1999 RQ36,J99R36Q,1999-09-15 02:44:51.936000+00:00,33.28301555555556,-24.071664444444448,15.5,V,859,GSC,CCD,systematic_bias,2.0
96,101955,1999 RQ36,J99R36Q,1999-09-15 02:47:43.872000+00:00,33.288555555555554,-24.069444444444446,15.3,V,859,GSC,CCD,systematic_bias,2.0
97,101955,1999 RQ36,J99R36Q,1999-09-15 02:51:50.112000+00:00,33.29638555555556,-24.066334444444447,15.4,V,859,GSC,CCD,systematic_bias,2.0
98,101955,1999 RQ36,J99R36Q,1999-09-15 02:54:54.144000+00:00,33.30242555555556,-24.064004444444446,15.4,V,859,GSC,CCD,systematic_bias,2.0
99,101955,1999 RQ36,J99R36Q,1999-09-15 02:58:01.632000+00:00,33.30847555555556,-24.061554444444447,15.0,V,859,GSC,CCD,systematic_bias,2.0
100,101955,1999 RQ36,J99R36Q,1999-09-15 03:01:30.720000+00:00,33.31522555555556,-24.058804444444448,15.3,V,859,GSC,CCD,systematic_bias,2.0
101,101955,1999 RQ36,J99R36Q,1999-09-15 09:18:43.200000+00:00,34.13955555555556,-23.796474444444446,15.1,R,848,UNK,CCD,systematic_bias,2.0
102,101955,1999 RQ36,J99R36Q,1999-09-15 09:19:40.224000+00:00,34.14147555555556,-23.795664444444448,15.0,R,848,UNK,CCD,systematic_bias,2.0
103,101955,1999 RQ36,J99R36Q,1999-09-15 09:20:38.112000+00:00,34.14330555555556,-23.794804444444445,15.0,R,848,UNK,CCD,systematic_bias,2.0
104,101955,1999 RQ36,,1999-09-16 01:23:25.152000+00:00,36.48755555555556,-22.834524444444448,,,046,USNOSA2,CCD,systematic_bias,2.0
105,101955,1999 RQ36,,1999-09-16 01:25:34.752000+00:00,36.49267555555556,-22.832274444444447,,,046,USNOSA2,CCD,systematic_bias,2.0
106,101955,1999 RQ36,,1999-09-16 01:26:31.776000+00:00,36.494885555555555,-22.831274444444446,,,046,USNOSA2,CCD,systematic_bias,2.0
107,101955,1999 RQ36,,1999-09-16 01:27:20.160000+00:00,36.496675555555555,-22.830304444444447,13.9,R,046,USNOSA2,CCD,systematic_bias,2.0
108,101955,1999 RQ36,J99R36Q,1999-09-16 03:11:41.568000+00:00,36.74355555555556,-22.711834444444445,,,595,UNK,CCD,systematic_bias,2.0
109,101955,1999 RQ36,J99R36Q,1999-09-16 03:13:54.624000+00:00,36.74876555555556,-22.709224444444445,,,595,UNK,CCD,systematic_bias,2.0
110,101955,1999 RQ36,J99R36Q,1999-09-16 03:16:12.864000+00:00,36.75434555555556,-22.706504444444445,,,595,UNK,CCD,systematic_bias,2.0
111,101955,1999 RQ36,J99R36Q,1999-09-16 03:19:42.816000+00:00,36.76276555555556,-22.702414444444447,14.3,V,595,UNK,CCD,systematic_bias,2.0
112,101955,1999 RQ36,J99R36Q,1999-09-16 08:54:27.360000+00:00,37.73088555555556,-22.310054444444447,13.9,R,848,UNK,CCD,systematic_bias,2.0
113,101955,1999 RQ36,J99R36Q,1999-09-16 08:55:09.696000+00:00,37.73267555555556,-22.309274444444448,13.9,R,848,UNK,CCD,systematic_bias,2.0
114,101955,1999 RQ36,J99R36Q,1999-09-16 08:55:52.896000+00:00,37.734475555555555,-22.308444444444447,14.0,R,848,UNK,CCD,systematic_bias,2.0
115,101955,1999 RQ36,J99R36Q,1999-09-16 13:22:09.120000+00:00,38.51517555555556,-21.881274444444447,14.8,R,428,GSC,CCD,systematic_bias,2.0
116,101955,1999 RQ36,J99R36Q,1999-09-16 13:23:27.744000+00:00,38.518475555555554,-21.879864444444447,14.7,R,428,GSC,CCD,systematic_bias,2.0
117,101955,1999 RQ36,J99R36Q,1999-09-16 13:24:41.184000+00:00,38.52184555555556,-21.878274444444447,14.8,R,428,GSC,CCD,systematic_bias,2.0
118,101955,1999 RQ36,,1999-09-17 18:30:25.632000+00:00,44.168845555555556,-19.200364444444446,15.0,V,322,GSC,CCD,systematic_bias,2.0
119,101955,1999 RQ36,,1999-09-17 19:00:17.568000+00:00,44.267225555555555,-19.145914444444447,15.4,V,322,GSC,CCD,systematic_bias,2.0
120,101955,1999 RQ36,,1999-09-17 19:03:49.248000+00:00,44.27872555555556,-19.139614444444447,14.9,V,322,GSC,CCD,systematic_bias,2.0
121,101955,1999 RQ36,,1999-09-17 19:27:51.264000+00:00,44.357975555555555,-19.095274444444446,15.3,V,322,GSC,CCD,systematic_bias,2.0
122,101955,1999 RQ36,,1999-09-17 19:34:12.288000+00:00,44.37876555555556,-19.083554444444445,14.8,V,322,GSC,CCD,systematic_bias,2.0
123,101955,1999 RQ36,,1999-09-17 20:00:55.008000+00:00,44.467305555555555,-19.033444444444445,14.4,V,322,GSC,CCD,systematic_bias,2.0
124,101955,1999 RQ36,J99R36Q,1999-09-18 15:23:50.784000+00:00,49.25492555555556,-16.571194444444448,14.5,R,428,GSC,CCD,systematic_bias,2.0
125,101955,1999 RQ36,J99R36Q,1999-09-18 15:24:55.584000+00:00,49.25938555555556,-16.568664444444448,14.5,R,428,GSC,CCD,systematic_bias,2.0
126,101955,1999 RQ36,J99R36Q,1999-09-18 15:25:49.152000+00:00,49.262885555555556,-16.566614444444447,14.6,R,428,GSC,CCD,systematic_bias,2.0
127,101955,1999 RQ36,J99R36Q,1999-09-18 15:26:46.176000+00:00,49.266845555555555,-16.564334444444444,14.6,R,428,GSC,CCD,systematic_bias,2.0
128,101955,1999 RQ36,J99R36Q,1999-09-19 02:09:56.736000+00:00,52.307135555555554,-14.914804444444444,14.8,V,859,GSC,CCD,systematic_bias,2.0
129,101955,1999 RQ36,J99R36Q,1999-09-19 02:12:17.568000+00:00,52.31822555555556,-14.908634444444445,14.7,V,859,GSC,CCD,systematic_bias,2.0
130,101955,1999 RQ36,J99R36Q,1999-09-19 02:18:54.144000+00:00,52.348685555555555,-14.891384444444444,15.0,V,859,GSC,CCD,systematic_bias,2.0
131,101955,1999 RQ36,J99R36Q,1999-09-19 02:23:35.808000+00:00,52.37047555555556,-14.879024444444445,15.3,V,859,GSC,CCD,systematic_bias,2.0
132,101955,1999 RQ36,J99R36Q,1999-09-19 02:27:47.232000+00:00,52.390095555555554,-14.867614444444444,14.9,V,859,GSC,CCD,systematic_bias,2.0
133,101955,1999 RQ36,J99R36Q,1999-09-19 02:29:19.680000+00:00,52.39709555555556,-14.863664444444444,14.9,V,859,GSC,CCD,systematic_bias,2.0
134,101955,1999 RQ36,J99R36Q,1999-09-19 02:35:21.696000+00:00,52.425135555555556,-14.847694444444445,15.2,V,859,GSC,CCD,systematic_bias,2.0
135,101955,1999 RQ36,J99R36Q,1999-09-19 02:37:40.800000+00:00,52.435765555555555,-14.841614444444444,14.9,V,859,GSC,CCD,systematic_bias,2.0
136,101955,1999 RQ36,J99R36Q,1999-09-19 02:40:45.696000+00:00,52.44988555555556,-14.833504444444443,14.9,V,859,GSC,CCD,systematic_bias,2.0
137,101955,1999 RQ36,J99R36Q,1999-09-19 02:43:04.800000+00:00,52.460345555555556,-14.827304444444444,15.2,V,859,GSC,CCD,systematic_bias,2.0
138,101955,1999 RQ36,J99R36Q,1999-09-19 21:10:21.216000+00:00,58.183435555555555,-11.522334444444445,14.5,R,327,UNK,CCD,systematic_bias,2.0
139,101955,1999 RQ36,J99R36Q,1999-09-19 21:13:35.616000+00:00,58.200475555555556,-11.511024444444445,14.5,R,327,UNK,CCD,systematic_bias,2.0
140,101955,1999 RQ36,J99R36Q,1999-09-19 21:17:23.712000+00:00,58.220305555555555,-11.497884444444445,14.4,R,327,UNK,CCD,systematic_bias,2.0
141,101955,1999 RQ36,J99R36Q,1999-09-20 00:12:23.904000+00:00,59.29622555555556,-10.893114444444445,,,121,GSC,CCD,systematic_bias,2.0
142,101955,1999 RQ36,J99R36Q,1999-09-20 00:13:53.760000+00:00,59.304475555555555,-10.887774444444444,,,121,GSC,CCD,systematic_bias,2.0
143,101955,1999 RQ36,J99R36Q,1999-09-20 00:15:23.616000+00:00,59.31272555555556,-10.882474444444444,,,121,GSC,CCD,systematic_bias,2.0
144,101955,1999 RQ36,J99R36Q,1999-09-20 00:18:24.192000+00:00,59.329185555555554,-10.871774444444444,,,121,GSC,CCD,systematic_bias,2.0
145,101955,1999 RQ36,,1999-09-20 01:04:31.584000+00:00,59.61759555555556,-10.703054444444444,,,046,USNOSA2,CCD,systematic_bias,2.0
146,101955,1999 RQ36,,1999-09-20 01:11:52.224000+00:00,59.658765555555554,-10.676944444444445,,,046,USNOSA2,CCD,systematic_bias,2.0
147,101955,1999 RQ36,,1999-09-20 01:13:34.176000+00:00,59.667765555555555,-10.670774444444444,14.0,R,046,USNOSA2,CCD,systematic_bias,2.0
148,101955,1999 RQ36,,1999-09-20 01:14:30.336000+00:00,59.67272555555556,-10.667554444444445,,,046,USNOSA2,CCD,systematic_bias,2.0
149,101955,1999 RQ36,,1999-09-20 01:15:25.632000+00:00,59.67809555555556,-10.664054444444444,,,046,USNOSA2,CCD,systematic_bias,2.0
150,101955,1999 RQ36,,1999-09-20 01:16:24.384000+00:00,59.68380555555556,-10.660254444444444,,,046,USNOSA2,CCD,systematic_bias,2.0
151,101955,1999 RQ36,J99R36Q,1999-09-20 02:45:33.408000+00:00,60.28922555555556,-10.181754444444444,15.3,V,859,GSC,CCD,systematic_bias,2.0
152,101955,1999 RQ36,J99R36Q,1999-09-20 03:15:17.568000+00:00,60.45968555555556,-10.073864444444444,14.7,V,859,GSC,CCD,systematic_bias,2.0
153,101955,1999 RQ36,J99R36Q,1999-09-20 03:39:19.584000+00:00,60.596265555555554,-9.986114444444445,15.3,V,859,GSC,CCD,systematic_bias,2.0
154,101955,1999 RQ36,J99R36Q,1999-09-20 03:57:50.688000+00:00,60.70088555555556,-9.918164444444445,15.6,V,859,GSC,CCD,systematic_bias,2.0
155,101955,1999 RQ36,J99R36Q,1999-09-20 04:10:52.608000+00:00,60.774345555555556,-9.869944444444444,14.6,V,859,GSC,CCD,systematic_bias,2.0
156,101955,1999 RQ36,J99R36Q,1999-09-20 04:37:57.792000+00:00,60.926635555555556,-9.769474444444445,15.6,V,859,GSC,CCD,systematic_bias,2.0
157,101955,1999 RQ36,J99R36Q,1999-09-20 05:26:20.832000+00:00,61.19763555555556,-9.587914444444444,14.5,V,859,GSC,CCD,systematic_bias,2.0
158,101955,1999 RQ36,J99R36Q,1999-09-20 06:00:06.048000+00:00,61.38630555555556,-9.459724444444443,15.4,V,859,GSC,CCD,systematic_bias,2.0
159,101955,1999 RQ36,J99R36Q,1999-09-20 06:26:11.616000+00:00,61.53205555555556,-9.359864444444444,15.7,V,859,GSC,CCD,systematic_bias,2.0
160,101955,1999 RQ36,J99R36Q,1999-09-20 07:12:23.328000+00:00,61.79080555555556,-9.181084444444444,15.6,V,859,GSC,CCD,systematic_bias,2.0
161,101955,1999 RQ36,J99R36Q,1999-09-20 07:53:15.360000+00:00,62.02097555555556,-9.020944444444444,14.6,V,859,GSC,CCD,systematic_bias,2.0
162,101955,1999 RQ36,J99R36Q,1999-09-20 23:30:44.352000+00:00,68.30493555555555,-5.194194444444444,,,121,UNK,CCD,systematic_bias,2.0
163,101955,1999 RQ36,J99R36Q,1999-09-20 23:32:15.072000+00:00,68.31505555555555,-5.187334444444445,,,121,UNK,CCD,systematic_bias,2.0
164,101955,1999 RQ36,J99R36Q,1999-09-20 23:33:37.152000+00:00,68.32426555555556,-5.181084444444444,,,121,UNK,CCD,systematic_bias,2.0
165,101955,1999 RQ36,J99R36Q,1999-09-20 23:36:03.168000+00:00,68.34038555555556,-5.1700244444444445,,,121,UNK,CCD,systematic_bias,2.0
166,101955,1999 RQ36,J99R36Q,1999-09-20 23:59:26.304000+00:00,68.49609555555556,-5.063584444444444,,,121,UNK,CCD,systematic_bias,2.0
167,101955,1999 RQ36,J99R36Q,1999-09-21 00:00:37.152000+00:00,68.50401555555555,-5.058254444444445,,,121,UNK,CCD,systematic_bias,2.0
168,101955,1999 RQ36,J99R36Q,1999-09-21 00:01:48.864000+00:00,68.51197555555555,-5.052724444444444,,,121,UNK,CCD,systematic_bias,2.0
169,101955,1999 RQ36,J99R36Q,1999-09-21 15:48:10.944000+00:00,75.53705555555555,-0.24561444444444444,15.0,R,428,GSC,CCD,systematic_bias,2.0
