obs_index,permID,provID,trkSub,obsTime,ra_deg,dec_deg,mag,band,station,astCat,mode,injection_type,injection_magnitude_arcsec
0,99942,2004 MN4,K04M04N,2004-03-15 02:35:21.696000+00:00,61.5337969654499,16.917573709490203,,,691,USNOB1,CCD,stochastic_noise,1.5
1,99942,2004 MN4,K04M04N,2004-03-15 02:38:57.696000+00:00,61.53531667328907,16.918189318404618,,,691,USNOB1,CCD,stochastic_noise,1.5
2,99942,2004 MN4,K04M04N,2004-03-15 02:58:03.360000+00:00,61.549272687998254,16.921096927674782,,,691,USNOB1,CCD,stochastic_noise,1.5
3,99942,2004 MN4,K04M04N,2004-03-15 03:01:50.592000+00:00,61.55206190196517,16.921114455057243,,,691,USNOB1,CCD,stochastic_noise,1.5
4,99942,2004 MN4,K04M04N,2004-03-15 03:17:36.672000+00:00,61.5612670686714,16.923788430058046,,,691,USNOB1,CCD,stochastic_noise,1.5
5,99942,2004 MN4,K04M04N,2004-03-15 03:21:34.272000+00:00,61.56437742520548,16.92410152574783,,,691,USNOB1,CCD,stochastic_noise,1.5
6,99942,2004 MN4,,2004-06-19 04:05:00.960000+00:00,146.12362826683463,13.313877755472841,,,695,USNOB1,UNK,stochastic_noise,1.5
7,99942,,99942,2004-06-19 04:05:00.960000+00:00,146.12352223225318,13.31387892813083,,,695,2MASS,CCD,stochastic_noise,1.5
8,99942,,99942,2004-06-19 04:11:47.990000+00:00,146.1275099995177,13.312938603378672,,,695,2MASS,CCD,stochastic_noise,1.5
9,99942,,99942,2004-06-19 04:18:44.006000+00:00,146.13092356503017,13.311599068119765,,,695,2MASS,CCD,stochastic_noise,1.5
10,99942,,99942,2004-06-20 03:49:42.010000+00:00,146.92168341582286,13.090138956031385,,,695,2MASS,CCD,stochastic_noise,1.5
11,99942,,99942,2004-06-20 03:56:36.989000+00:00,146.9253490799731,13.088912093074306,,,695,2MASS,CCD,stochastic_noise,1.5
12,99942,,99942,2004-06-20 04:03:27.043000+00:00,146.92888551279063,13.087728298942888,,,695,2MASS,CCD,stochastic_noise,1.5
13,99942,2004 MN4,4X4E25A,2004-12-18 10:09:22.752000+00:00,348.0299296838362,-36.61883756573587,18.7,R,E12,UCAC2,CCD,stochastic_noise,1.5
14,99942,2004 MN4,4X4E25A,2004-12-18 10:20:23.712000+00:00,348.0552747955592,-36.6144369833656,18.1,R,E12,UCAC2,CCD,stochastic_noise,1.5
15,99942,2004 MN4,4X4E25A,2004-12-18 10:31:22.944000+00:00,348.0794719614738,-36.60959946343026,19.1,R,E12,UCAC2,CCD,stochastic_noise,1.5
16,99942,2004 MN4,4X4E25A,2004-12-18 10:42:23.040000+00:00,348.10511364616,-36.60401922482049,18.2,R,E12,UCAC2,CCD,stochastic_noise,1.5
17,99942,2004 MN4,4X4E25B,2004-12-18 10:55:55.200000+00:00,348.135850465583,-36.59823784172366,18.6,R,E12,UCAC2,CCD,stochastic_noise,1.5
